company_uuid,person_uuid,role,title
02327170-81c7-4a4c-92d8-83636df1ee1d,d4567ec8-36aa-e579-9ab5-be4bab9efd1c,c_suite,CTO
02327170-81c7-4a4c-92d8-83636df1ee1d,16c1d3b2-851b-d225-beee-699ddeeeaf9f,founder,Co-Founder & President
02327170-81c7-4a4c-92d8-83636df1ee1d,249a3a62-8390-4c1c-8a46-27f1e9263249,c_suite,Co-founder & Senior Director of Engineering
02327170-81c7-4a4c-92d8-83636df1ee1d,e480f23d-45ba-4463-9556-2bc448d5b61c,c_suite,Regional Director
3d00b726-b16f-480e-8c51-ae19d320acd4,e1f46710-bab7-83c1-08c0-a7d261ce5b9f,c_suite,"Co-founder, CPO, and COO"
3d00b726-b16f-480e-8c51-ae19d320acd4,73a6dbf2-5bd0-6314-2017-7e7b60df8f87,vp,Vice President - Product Development
3d00b726-b16f-480e-8c51-ae19d320acd4,69dd72aa-346b-9c3b-ec28-6d40376dab3a,c_suite,CEO and co-founder
ee598657-0ec4-4671-b921-662165a1fbb2,7c4ad173-3c15-449e-a8c3-71b769e9cd82,c_suite,Co-Founder & CTO
ee598657-0ec4-4671-b921-662165a1fbb2,566074eb-cbcc-460f-b3a1-d541b1b9cd0f,c_suite,Co-Founder & CEO
0f723333-4feb-41ba-9775-1de53d681c52,ce4b9cb3-4177-4ee1-900d-c1b5faac133f,c_suite,Founded and CEO
0f723333-4feb-41ba-9775-1de53d681c52,f01c2e33-2459-400d-91f8-5392239f3394,c_suite,Founder and Director Of Technology
6afbdc15-a733-42ed-b11d-848cd212d01f,3f83ece7-e32d-4867-a873-19856dc5afb6,founder,Co-Founder
62e9f010-1fe5-4116-be33-0951d7a833e4,b021e70e-2113-0cb3-da12-e08f38e2e0b9,c_suite,Co-Founder & CEO
62e9f010-1fe5-4116-be33-0951d7a833e4,3a0709dd-4299-4495-8fb1-2058d0c7b145,c_suite,Co-Founder and CEO
62e9f010-1fe5-4116-be33-0951d7a833e4,477f6fd7-0dd1-4f02-9f34-c6c60d7e8ae9,c_suite,Co-Founder and Chief Technology Officer
2f59567f-1696-471c-8d56-33f3cb626961,063e1850-2e1e-42f5-b8ba-e4252c1641f6,c_suite,Founder & CEO
2f59567f-1696-471c-8d56-33f3cb626961,796578f1-be02-4b82-ac0f-9e92871ab63f,c_suite,"Co-Founder, Chief Operating Officer"
2f59567f-1696-471c-8d56-33f3cb626961,f0f5a92f-a922-e75b-57d8-c55bedd2049d,vp,VP of Engineering
25b80500-3481-47ab-9da7-99322bf7a1a2,32998f9a-fa6d-441b-bc86-2c070cc9df13,c_suite,"CEO, Founder"
a5237c2a-e67e-495e-956f-103cce660279,528714af-40eb-4fa0-b1e0-6fba1174bc16,c_suite,Co - Founder and CSO
a5237c2a-e67e-495e-956f-103cce660279,d5c63f20-a014-4710-8c6a-aa6f11e2f306,c_suite,Founder & CEO
a5237c2a-e67e-495e-956f-103cce660279,4b61a2dc-9ced-46eb-a7db-c468fccd9e19,other,Senior Software Engineer
a5237c2a-e67e-495e-956f-103cce660279,4f81eb81-dbc0-4dd7-bd5d-b24b99a09a32,founder,Co-founder and ML Research Lead
a5237c2a-e67e-495e-956f-103cce660279,047af078-aca0-49d2-b001-9319eaceaab8,advisor,Co-Founder & Scientific advisor
3f969bea-d63e-460a-a566-98077e6b802b,277a4da8-bc2b-4fc6-a6d9-1b881d7e09a5,c_suite,Co-founder&Chief Technology Officer
3f969bea-d63e-460a-a566-98077e6b802b,c29f7b87-bea4-47b0-b510-5a4dd406ed41,c_suite,Co-founder&CEO
9f0cb18d-ac63-479a-8074-b3c18e8b67e0,bd2a3654-327f-4847-a42b-c401f65cdcbe,c_suite,Co-founder and CEO
5e83a3aa-90b0-4b2d-871a-80c1f15646f3,cdc10a74-ed23-4d9d-8aca-f30d5285eafd,founder,Founder
5e83a3aa-90b0-4b2d-871a-80c1f15646f3,906dd6c8-9534-4815-94f0-e6d92f96e7a6,c_suite,Chief Executive Officer
a72455e6-3961-49dd-a6cd-08bb058691ab,39b065bd-472e-0617-cb00-eeaa6f4aab95,c_suite,Founder and CEO
b986335b-debf-437d-9307-94e89016e87b,0a691725-2de9-4d11-90f1-3451e8c96064,c_suite,CTO
5d044dc6-00a8-42b6-9f7b-458312f7a36e,e976c8da-6ebf-4576-8da2-d72a03f6e0a4,c_suite,CTO
7758e342-cf6a-407a-8fa9-0745c70182db,10c96785-1605-4087-b016-a393ad0d0f7c,c_suite,"President, Chief Operating Officer, and Board Member"
7758e342-cf6a-407a-8fa9-0745c70182db,feedb372-fec7-459f-98bd-24a8542d2cf3,c_suite,Co-founder and Chief Science and Tech Officer
603484a7-7101-4102-910f-5264b98a99bf,e79f3394-c355-4304-b167-709c0b99e404,c_suite,Founder and CEO
603484a7-7101-4102-910f-5264b98a99bf,023396ce-f839-4a8d-a79d-2dde8524c5da,c_suite,Co Founder / Chief Medical Officer
a498dd13-b0ca-4ce7-8360-a9b2ccdeeb7c,ce8b783f-b6d6-40db-850b-ee8c469b32c6,c_suite,Chief Executive Officer
a498dd13-b0ca-4ce7-8360-a9b2ccdeeb7c,4504c0d0-0044-4c8b-a528-5ec390660b58,c_suite,"Cofounder CPO, Head of Japan"
a498dd13-b0ca-4ce7-8360-a9b2ccdeeb7c,dcbe4989-9741-42e2-951b-316a2d5554f6,c_suite,CTO
9a0aafd0-d4eb-462f-baba-c454eedc77d2,77fa859c-406d-bb00-baa0-af19d18d0b93,c_suite,CEO
ca4cb59f-fbf0-44e9-a4c4-87dce1b690c1,8571daa1-69fa-40ad-a847-2dc61030116a,c_suite,Co-Founder & CEO
1bba05c2-8686-43d1-afe9-9657a6985ba8,9663021a-9d38-443a-52d9-10501ddab6a9,c_suite,CEO and Co-founder
1bba05c2-8686-43d1-afe9-9657a6985ba8,c3132bf4-0108-045c-6557-4ba747431611,c_suite,CPO and Co-founder
1bba05c2-8686-43d1-afe9-9657a6985ba8,842e24f5-b0dd-ca90-e045-dc229dec363d,other,Applied Research Scientist
1bba05c2-8686-43d1-afe9-9657a6985ba8,03f7ad91-9cc0-095e-6ce5-f701033dcd04,c_suite,Co-Founder and CTO
1bba05c2-8686-43d1-afe9-9657a6985ba8,3c018764-628f-7117-db24-499a77a2ec3d,vp,VP of Marketing
1bba05c2-8686-43d1-afe9-9657a6985ba8,f9cb0d6f-cfdd-4e37-a6ee-cf313bc75510,other,Software Engineer
b0717f0c-7afb-4c9b-b05c-7f252a2a1286,e21d3195-b32f-4760-8775-4885fd1a1f30,c_suite,Co-Founder & Chief Product Officer
b0717f0c-7afb-4c9b-b05c-7f252a2a1286,492e26c0-4dd9-52ca-ff30-5a5bcb0200c4,c_suite,Chief Strategy Officer
b0717f0c-7afb-4c9b-b05c-7f252a2a1286,7d49b57b-f55e-4ef9-a0dc-4340ee995d35,founder,Head of Design | Co-Founder
c8da2f62-ffe1-42f6-9f4a-79cfb4f4efa7,d6653d2b-165d-e812-deaa-9596e48be57f,founder,Co-Founder
c8da2f62-ffe1-42f6-9f4a-79cfb4f4efa7,f332f7d9-b835-5cc2-335b-9b1ae0a64854,c_suite,Founder & CEO
aaca32db-348f-4d9e-acb1-5611c6781092,b624e2d4-e386-4b33-81f5-aef214d939d5,founder,"Co-founder, Chief of Staff & Operations"
aaca32db-348f-4d9e-acb1-5611c6781092,0884ee4b-4ca4-035c-f148-841fcf72e259,c_suite,"Founder, CEO"
feced7f7-ba69-4570-93c9-57c5f7816493,80f1c4f9-e47a-c6a8-1492-9ed5d9967679,c_suite,CEO
feced7f7-ba69-4570-93c9-57c5f7816493,fbce80fb-7e90-7f97-df09-7cb3049b3244,vp,VP Engineering
8d67a13b-a1af-4093-8953-4985296ff179,d7f1be14-c85b-6256-4fd6-579fcd83fb85,c_suite,"Co Founder, President & COO"
8d67a13b-a1af-4093-8953-4985296ff179,66efc37e-83f4-c60f-0f00-15a6c9f8281e,c_suite,CTO & Co-Founder
8d67a13b-a1af-4093-8953-4985296ff179,197269a0-86dc-f3c0-be4c-d9476e92cebb,c_suite,CEO & Co Founder
6ed30fff-1bd6-46e5-8cdd-76fa356d7411,625ca04f-29e7-44b2-8aa6-3554599af664,c_suite,Co-Founder & CTO
6ed30fff-1bd6-46e5-8cdd-76fa356d7411,9771ccf5-f1fb-7418-30c1-7ff314149ab5,vp,"Head of sales, business development and marketing"
6ed30fff-1bd6-46e5-8cdd-76fa356d7411,587f72f4-acef-4120-bb1d-af2bd3478094,c_suite,CEO
6ed30fff-1bd6-46e5-8cdd-76fa356d7411,16021b4f-6f9a-40dd-bf04-5cb161854e88,c_suite,Chief Operating Officer
94e9fa5a-5efc-4139-aeea-9564aba5dc27,4e1a103a-dd25-4c86-9d11-ca54eb354706,c_suite,Co-founder / CPO
94e9fa5a-5efc-4139-aeea-9564aba5dc27,aed75ad5-4baf-4489-ac9f-38141685488a,c_suite,Co-founder and CTO
d7e7e66d-1d3e-48cf-88d0-05cc261004c6,0d06c615-9749-47a2-b6d1-9f9f7d423e26,c_suite,Founder and CEO
d7e7e66d-1d3e-48cf-88d0-05cc261004c6,90b5738c-a979-4169-af2b-483d9d46fed7,c_suite,Chief Operating Officer
a42e169e-eef1-45a2-a9da-3064786ad183,09aa85b3-ede1-4830-a17f-1a6503cd19ac,c_suite,CTO
eb45e4dc-72f9-4f5e-9f20-2c7c31c4f9da,26dfc2bd-1ef2-3c3b-e34b-7de42230a3b1,c_suite,Co-founder & COO
46c62c41-05b4-4030-b571-e1d068a4e22f,527dd101-c635-fc84-b0ae-1ab996c727c9,c_suite,Chief Revenue Officer
46c62c41-05b4-4030-b571-e1d068a4e22f,42bb42a3-b43b-4ffc-b0ba-4c4b923d82ce,c_suite,CEO
1030be16-4918-4500-95a5-3d10411bfc34,f3c77a96-64b2-47ff-9e24-85bb598392d3,c_suite,Co-Founder & Chief Strategy Officer
1030be16-4918-4500-95a5-3d10411bfc34,bd28f4ed-6638-44ed-bdda-59bed0a6137e,c_suite,Co-Founder & COO
1030be16-4918-4500-95a5-3d10411bfc34,6c43bc7b-8b56-44b2-9e4e-55a2b9d73d09,c_suite,Co-Founder & CTO
0776bd34-7884-4662-935d-a091477fb9ae,e972bc6f-009a-4495-b335-131dc833e9f5,c_suite,"Founder, CEO, and Chairman of the Board"
402caac7-aef8-48ec-82ac-bc28b3a2623f,4ade0eea-ed69-47f5-8ae3-2a228893f310,c_suite,"Founder, President & Chief Executive Officer"
7b727c73-c349-4991-8704-7cf12446e256,c7591e5c-c863-4a27-9248-c734bd25495b,c_suite,"Co-Founder, President, Chief Executive Officer"
a2fcab2d-833c-4b8a-b7a8-86b3c25443ff,ea0c5bfe-07fd-4032-960b-64aad7717a53,c_suite,CTO and Co-Founder
a2fcab2d-833c-4b8a-b7a8-86b3c25443ff,ad316d6a-bd7e-40ff-9cdb-77402df95a10,c_suite,CEO and Co-Founder
9d51df62-6270-4288-a7a3-160082e8ff2a,273b389f-f305-4a07-ae2b-2ba39676159a,c_suite,Co-founder and CEO
9d51df62-6270-4288-a7a3-160082e8ff2a,1964992b-0fde-490f-a2ef-af31b051fbe0,c_suite,Co-founder and CTO
bcd37da4-4c33-477f-ae04-ab3b01b7a204,c87d9ad3-29ca-440f-9fbd-12b1a58d3d70,c_suite,Founder and CEO
bcd37da4-4c33-477f-ae04-ab3b01b7a204,f9cff4cd-461c-1c5b-c7cc-e427a469c570,other,Principal Product Marketing Manager
bcd37da4-4c33-477f-ae04-ab3b01b7a204,68f4cada-c2a8-3071-7429-59996b095267,c_suite,Chief Revenue Officer
bcd37da4-4c33-477f-ae04-ab3b01b7a204,f8fdea73-8626-a1ce-e357-41a0247d3e5e,vp,Vice President Marketing
bcd37da4-4c33-477f-ae04-ab3b01b7a204,8c97a8fa-4e14-0d20-8c53-e8a43368b35d,other,Manager - Technical Content Development
bcd37da4-4c33-477f-ae04-ab3b01b7a204,8b736448-02e5-4e59-9a5e-b02038f1b77f,other,Software Engineer
08b3cf25-bc93-4662-910d-b494ae8bff96,f2e0969d-3294-157b-7d22-38c190dde8e0,c_suite,"Founder, CEO"
4ad35256-3565-40e5-bb56-829e6cf6ebd1,afaf73e1-8206-42dc-a1aa-876cdb3197d2,board_member,"President, Board Member"
4ad35256-3565-40e5-bb56-829e6cf6ebd1,6f7b207a-6def-470a-a35d-1b3d12f8b186,founder,Founder
f727672b-f5f2-44ea-9c94-55be2b880e4a,a7b116c3-b3e7-e01d-e737-4caca0ca8539,c_suite,Chief Executive Officer and Co-Founder
f727672b-f5f2-44ea-9c94-55be2b880e4a,b7e87772-cc0c-f276-0465-f4820e2a7f68,c_suite,CSO
f727672b-f5f2-44ea-9c94-55be2b880e4a,838be8c6-f2e7-44d3-a113-336190b5cf5f,vp,Vice President Delivery Center Lead
f727672b-f5f2-44ea-9c94-55be2b880e4a,528d3874-4041-9acc-7024-5dd18a2d10a8,vp,"Vice President, Client Engagement"
f727672b-f5f2-44ea-9c94-55be2b880e4a,a14d6ccf-9060-4693-b1e4-a2c6cce5afa8,founder,Co-Founder
4d097f4e-9604-423a-bc41-c4a8e6af7a03,c7cd6c3e-0b8d-4816-a7aa-4f56e94da320,c_suite,"Founder, CEO"
6c28e37f-4f26-4486-9920-b177d2b66126,2c485787-9b67-c587-e5e4-7d96e2666801,c_suite,Co-Founder & Chief Executive Officer
6c28e37f-4f26-4486-9920-b177d2b66126,00fd96ff-fb12-7c9f-e5c4-7cefc953e962,c_suite,CTO & Co-Founder
43713b9d-7fe3-46d4-b485-370873f2dd58,f7520f29-ebad-45a5-81aa-57fb07c46c23,c_suite,"Founder, CEO and Chairman"
1ad3e2db-0114-410d-b3f4-25fbd92e3915,a4e32357-ec51-0f27-39fc-e381aef34478,c_suite,Founder + CEO
fe803f5c-f05f-4233-bda2-31ad32ddfe7d,5610574a-2aab-4d70-856c-de58138ea71c,c_suite,Founder & CEO
b2ad8834-73fa-4a80-a9f1-1cdd7da40c75,6a908a41-b46b-4d59-bbcd-16837cb990a5,c_suite,Co-Founder/CEO
b2ad8834-73fa-4a80-a9f1-1cdd7da40c75,cd267f73-c8f9-868d-de12-01878c035517,c_suite,Chief Financial Officer and Chief Business Operations Officer
b2ad8834-73fa-4a80-a9f1-1cdd7da40c75,bd313f57-a270-4ffb-b024-8c95e71ea09f,c_suite,Director Of Engineering
b2ad8834-73fa-4a80-a9f1-1cdd7da40c75,fd2740df-3831-c96e-2450-b3df4467334e,vp,Vice President of Sales
b2ad8834-73fa-4a80-a9f1-1cdd7da40c75,82753345-1bfc-4ddb-9462-b1c7bda0c901,vp,Vice President - Revenue Growth & Customer Success
b2ad8834-73fa-4a80-a9f1-1cdd7da40c75,2ed16cbf-1298-4e70-99a0-00492c83a06d,vp,VP of Sales
5e272900-6ab6-403d-972e-f46dfe615170,1c956911-c866-4067-b21c-14b1a3a5a6bc,vp,Head of Technology
7f5ad491-59de-4ffb-b75e-a056846d39df,fd2d9dd8-1713-4915-a9b6-b1d996dcc3c0,c_suite,Founder | CEO | Chief Product Officer
7f5ad491-59de-4ffb-b75e-a056846d39df,253b853a-5f33-4295-b953-be2694dd9429,founder,Co-Founder
39e90214-36fb-4e83-892c-43ac6c332454,b4abb085-5917-411a-a47c-04a6d2a14cac,c_suite,Chief Technology Officer
50f7e61b-cbc3-4963-8b89-14e334ba8c26,9480c307-5732-a077-d120-7573d95f12ec,vp,VP of Engineering
50f7e61b-cbc3-4963-8b89-14e334ba8c26,3cd11510-73fc-46e7-9005-eed2261a3ded,founder,Founder
59301e81-2878-4fce-a10e-87165836ea4b,d02b89ee-97c2-6de3-b93c-7b374c9c2d20,c_suite,Founder and CEO
7d73b361-24cc-4cf5-947f-c8a54105cbd7,b29174e4-dba9-e1fc-5a19-23dcf7573a48,vp,"Vice President, Engineering"
7d73b361-24cc-4cf5-947f-c8a54105cbd7,e45905c2-e2c9-443b-b695-c2ac89a56429,c_suite,CEO
ea3efc64-ca33-4786-a5d4-f508745930e4,63f2b7f2-f7d6-403a-ba6c-239b9d820e02,c_suite,Founder and CEO
bcc26d93-d7f6-46ef-88e7-6945741ee2c3,0bb08060-2f66-4630-82a1-1a08d67becd2,c_suite,Founder & CEO
2c9681a0-87e5-4b0e-ae0b-cb29da1b17a0,77bbe9a4-1878-4b8f-a0ec-fcf6a03b16b0,c_suite,"Founder, CEO"
2c9681a0-87e5-4b0e-ae0b-cb29da1b17a0,81e100a3-c72d-42cf-b1bd-7ed79254212a,other,Chief Operations Officer
df4d3259-65b0-4cba-aca4-926262305da8,0f233390-1c8e-4be8-be60-2cbea4b66554,c_suite,Founder and CEO
03aa8019-c002-4b14-8245-d028ae0f5b6f,2472b2f8-698f-4688-81d0-39f47539343c,c_suite,CEO and co-founder
03aa8019-c002-4b14-8245-d028ae0f5b6f,d4ef8ba7-b458-447a-b495-db5982257065,c_suite,Co-Founder and CTO
03aa8019-c002-4b14-8245-d028ae0f5b6f,bde7cda6-0f51-45c7-a9c7-b605548ef178,advisor,Co-founder/Advisor
03aa8019-c002-4b14-8245-d028ae0f5b6f,05a96daf-71a6-4e2c-a686-25aba5f39a56,c_suite,Member of the Board of Directors
3e280fc3-f135-4477-9e0f-1dd3a15a64be,9de1135a-5330-401e-90b4-3881acee0b8f,founder,Co-founder
5c7b13cd-6467-4cbf-ba1c-dee45512c6bd,3c3b4d7c-dc40-44c5-8d9c-7597d9ed14df,c_suite,CEO
1356232f-9440-4788-a111-f6e9caaa8c9b,d725749b-30aa-4cf3-8b23-084de593ef44,c_suite,Co-Founder and CEO
9f02a6d5-3f9e-4730-9a68-503c095786e1,7b315c4b-5f71-4208-960d-c759d81b6ce2,c_suite,Founder & CEO
9f02a6d5-3f9e-4730-9a68-503c095786e1,d925d835-3062-4295-bf03-3975c1ae5a1e,vp,Vice President of Sales
fc032c93-9580-4823-b4cb-e6bdd2054530,668c1ae4-e6b0-cb22-6723-6ba58f9aa089,c_suite,CEO & Co-Founder
fc032c93-9580-4823-b4cb-e6bdd2054530,a50cdbc8-dd5d-4d99-a775-eb18e83fb871,c_suite,CTO and Co-Founder
fc032c93-9580-4823-b4cb-e6bdd2054530,f1aeb4f2-514a-4f1e-89ce-e35d42c8fb96,founder,VP of Engineering and Co-Founder
fc032c93-9580-4823-b4cb-e6bdd2054530,309ae0f5-d824-45fa-a762-8c1b397a17e6,c_suite,VP of Public Sector
fc032c93-9580-4823-b4cb-e6bdd2054530,a15a1168-eccc-5785-0814-994a2184a276,c_suite,Chief Revenue and Marketing Officer
fc032c93-9580-4823-b4cb-e6bdd2054530,0a40bfec-c101-4119-a69f-f8e12761024d,other,Principal Product Manager
fc032c93-9580-4823-b4cb-e6bdd2054530,c4c0669f-b9ee-40ed-8283-7fca75c177c1,vp,Head Of Marketing
79a52740-6639-4d2e-bec9-17757da34383,f3914c20-9239-4454-b7d7-3ae4e80f831f,c_suite,Founder and CEO
959c9563-acc4-4f5d-9e72-8614e335e80d,d6ed760f-815b-4ceb-950e-c6969db330b0,c_suite,Chief Executive Officer
e08a17d4-d3d8-4bb5-8784-92c501e6a378,cdb81963-2459-4cbf-bf60-fb1bed55a189,founder,Co-Founder
e08a17d4-d3d8-4bb5-8784-92c501e6a378,0bc0790d-7448-43d6-aea5-e3e935ee55df,founder,Co-Founder
0ce514aa-3a95-42d4-b966-2d0866af1f2a,8297044b-7512-4a72-9840-c0623f7b6878,c_suite,CEO and Founder
0ce514aa-3a95-42d4-b966-2d0866af1f2a,c8390159-24be-247d-588d-629ed2466d47,vp,Head of Engineering
9b2f6d83-7fc8-4fa0-9f99-bc81bf8a74da,436a2c47-bc40-a5fa-db03-b9cdf0fd2582,c_suite,Chief Executive Officer and Co-Founder
9b2f6d83-7fc8-4fa0-9f99-bc81bf8a74da,162743d4-99a9-4389-8381-c71494860125,c_suite,Co-Founder and COO
2e46bfe1-69d3-4b29-8385-79eb20f757a0,56ae24e6-34ed-4d83-a311-58819610a3ff,c_suite,Founder & Chief Architect
2e46bfe1-69d3-4b29-8385-79eb20f757a0,3af3d01c-1465-efa8-9d2b-d9ef3a71cfee,c_suite,Co-founder & CEO
aebb03bf-07f8-457f-9a9d-822373cbb518,58a152e3-76db-43b1-908c-c4b0f7406b1a,c_suite,CEO
aebb03bf-07f8-457f-9a9d-822373cbb518,bb4146e4-b59b-4dd7-b22e-90b6a8f06309,c_suite,Co-founder and Chief Technology Officer
2192d326-1f08-4a6b-b58f-45c6c293e3a4,6b02e59b-83b6-42ec-b010-638320785a6c,c_suite,Founder & Chief Technology Officer
92a142ae-7d91-42c5-a599-7dc2a36f8215,e6286a3b-0e67-4055-a82a-1aacfa50e6b0,c_suite,Founder and CEO
7e35137f-6261-4d56-aeee-94dab6211c38,f505e9f1-8a82-4e8c-ba65-e5a4570e9d25,c_suite,Chief Technology Officer and Co-Founder
7e35137f-6261-4d56-aeee-94dab6211c38,ce408e46-8ae5-477d-b253-236a12c0808f,c_suite,CEO and Co-Founder
7e35137f-6261-4d56-aeee-94dab6211c38,6069d442-c4a2-44bb-b4d7-cc54db214909,vp,Head of Administrator
7e35137f-6261-4d56-aeee-94dab6211c38,8a5653d4-3e74-4d6b-91a0-ba6a6eb28f5f,vp,Head of Product Innovation
fa31f079-6f8d-4a1c-b309-2941e53debab,a2195172-d885-42e4-a59b-1da409d18117,c_suite,Co-Founder and CEO
fa31f079-6f8d-4a1c-b309-2941e53debab,08c3d76b-ced2-44f9-990b-108ee4c6e75b,c_suite,Co-Founder and CTO
fa31f079-6f8d-4a1c-b309-2941e53debab,7b887152-1985-a0bc-7429-ccf07d54631d,other,Software Development Lead
3493235c-c084-4891-b413-ff5b249cdf54,ff1ece23-8b43-4694-a3d9-a97b6268ffa4,c_suite,Founder & CEO
76816673-8f24-4212-b1aa-f2a6fdd47935,d84496ca-f828-4b7e-aa5f-3ba03eebc532,c_suite,Founder and CEO
76816673-8f24-4212-b1aa-f2a6fdd47935,4239d199-c22c-46e7-acd4-9dff20693341,other,Strategy & Product Management Leader
76816673-8f24-4212-b1aa-f2a6fdd47935,b6c9a4d7-711a-444c-ae18-13769a2fba64,vp,"SVP, Business Development"
76816673-8f24-4212-b1aa-f2a6fdd47935,3dfb4a4b-1f10-6f24-c9ec-dd12b7f69fad,other,Product Marketing Manager
76816673-8f24-4212-b1aa-f2a6fdd47935,ce9fdf76-8d25-5eb2-3dff-7dcf827a22fc,other,Marketing
76816673-8f24-4212-b1aa-f2a6fdd47935,90c6640a-48d5-b21d-6441-3f04e0e03d64,other,Engineering Manager of Mobile Development
76816673-8f24-4212-b1aa-f2a6fdd47935,a57f5ed0-3b57-47da-842b-f3036d5f9a17,c_suite,CMO
6b533d5f-4b63-45c9-8cbc-b1d6efdebf85,150e0fad-b62b-b7cf-f86d-c8efdc09c22a,board_member,President & Board Member
6b533d5f-4b63-45c9-8cbc-b1d6efdebf85,42a367d1-1271-436b-bcd3-91b09c6ba633,c_suite,"Co-Founder, CEO"
6b533d5f-4b63-45c9-8cbc-b1d6efdebf85,b393e562-f93d-79ce-960b-04bfb2cecfa4,other,Chief Scientific Officer
f9750288-2ad8-435d-b456-17d77b364235,db8930f1-625a-4569-9770-d8969c015e27,c_suite,COO and Co-Founder
f9750288-2ad8-435d-b456-17d77b364235,ba58003a-9b77-4a3e-81fc-fcf05ef2d883,c_suite,CTO and Co-Founder
9a97d943-14df-4871-ba55-eaac23177e4b,da3ec20f-df30-4d3c-b407-dea181a0e619,c_suite,Co-Founder & CEO
9a97d943-14df-4871-ba55-eaac23177e4b,4975d196-be09-43e4-8843-a240afe51543,c_suite,Co-Founder & CTO
55ea4da5-7bbb-4683-b0f3-60cf71e78c4b,55577098-3ee4-2032-57d5-a16da61844e4,c_suite,Chief Financial Officer
55ea4da5-7bbb-4683-b0f3-60cf71e78c4b,b01763da-541c-7a6d-f3fe-5a7b40577881,c_suite,Chief Executive Officer
55ea4da5-7bbb-4683-b0f3-60cf71e78c4b,ea85a708-507c-4f61-849e-e149942b5bff,board_member,Chairman and Co-founder
c54a103c-adc7-4eb4-8fd7-2e82b726a5f4,70d5bb0c-22e6-4f9a-b5bd-e6aeac10745c,c_suite,Co-Founder & CEO
c54a103c-adc7-4eb4-8fd7-2e82b726a5f4,b150181f-0665-4da9-9577-2a966a7057ac,c_suite,Co-Founder & CMO
0513fe2c-b9e1-4c38-a2a8-7ff3c01046cf,24c2ca50-0c48-43c0-b83a-007711905277,founder,Co-Founder
0513fe2c-b9e1-4c38-a2a8-7ff3c01046cf,d1ce4b13-1810-4941-b4fd-eb63fdbb18a2,founder,Co-Founder
0513fe2c-b9e1-4c38-a2a8-7ff3c01046cf,d0ebaab7-425a-402d-9601-7a26b2b7e5b4,c_suite,Co-Founder and CTO
fda8cd5c-372a-4512-a1b1-aa385f4d5a54,ae32c444-73d7-4b89-8bdb-4e467252716e,c_suite,Chief Technology Officer
c0d8ea3c-7482-4bfa-9308-fc4ebcd3258f,370183f5-137e-44a3-87bc-5d68a82d51ed,c_suite,"Co-Founder, Chief Growth officer and Chief Data Officer"
c0d8ea3c-7482-4bfa-9308-fc4ebcd3258f,b44c8d11-f489-48c2-8d06-0f3e84af75c0,founder,Co-Founder
c0d8ea3c-7482-4bfa-9308-fc4ebcd3258f,7d17393d-4241-cd24-92ea-a00932d9fc5e,c_suite,CTO / Co-Founder
abac9f86-cccc-487c-970f-20cecf972b6e,07210bd1-3619-4bdd-ad74-5b5556c9bc01,c_suite,CEO
0bb70d40-34d6-43fe-8bb4-b5251ba24822,179dbd39-e5c0-48dc-8524-f745eed07c0d,c_suite,Co-Founder and CPO
0bb70d40-34d6-43fe-8bb4-b5251ba24822,8b1c084c-7255-441e-9f38-80591481cc26,c_suite,Co-Founder and CEO
0bb70d40-34d6-43fe-8bb4-b5251ba24822,dc35d28b-1d6f-4184-a838-afa147e13cae,c_suite,Co-Founder and CTO
b55bae62-1d44-4583-b91c-911096751102,598593ea-2f64-3f12-aa10-f1742a28f92e,c_suite,CEO & Founder
b55bae62-1d44-4583-b91c-911096751102,b0d23500-b34e-d3b3-85bb-b133460421d7,other,Chief Analytics Officer
21dc3e47-0b37-4b59-bf21-0a5def7c7322,7fcbb573-2d1c-4afa-be6f-a1b94af07e94,c_suite,Chief Financial Officer
21dc3e47-0b37-4b59-bf21-0a5def7c7322,4a104ba6-b8b6-d50c-955d-309d67c60135,c_suite,President and CTO
a130fcde-52fc-4e83-a6f5-528c4e91ab83,19356720-2b3d-6a6e-aeb4-d9d0a0010450,c_suite,Co-Founder & CEO
a130fcde-52fc-4e83-a6f5-528c4e91ab83,e9fcece2-cc51-41ca-ba0b-efad3d46f7fe,founder,Co-Founder
a130fcde-52fc-4e83-a6f5-528c4e91ab83,3268940a-84e6-4843-bc42-ce1f2a2e6d77,founder,Co-Founder
a130fcde-52fc-4e83-a6f5-528c4e91ab83,854e5f01-9bde-4d72-97b1-49b11f05e9e9,founder,Co -founder
a130fcde-52fc-4e83-a6f5-528c4e91ab83,ef7d75be-f534-4811-921e-e26647cec060,founder,Co-Founder
6b589a56-4d52-4878-bff2-1a0fce95269d,882ba8aa-ad6b-4c38-8eb3-bfd4024b21e7,c_suite,Co-Founder & CEO
98bdd19a-f70b-48f8-beb4-73555fad0343,8de97eeb-c865-408a-9ba1-f06fc0377bd0,c_suite,CEO
98bdd19a-f70b-48f8-beb4-73555fad0343,4d1f11f1-9009-4ce7-ab50-2846eb608902,c_suite,Co-Founder & Chief Technology Officer
14248b8e-86fa-4a5d-859b-27e997b3c701,8f546713-68de-463b-99b5-1776fcb60bd7,c_suite,Co-founder & CEO
14248b8e-86fa-4a5d-859b-27e997b3c701,c26f2e88-7948-4263-97ac-c17f3f0e67c8,founder,Co-Founder
