company_uuid,funding_total_usd,log_funding,num_funding_rounds,employees_ordinal,company_age_months,num_founders,founder_has_phd,founder_has_mba,max_founder_prior_jobs,avg_founder_prior_jobs,team_size,c_suite_count,board_count,advisor_count,is_success,company_degree,company_degree_centrality,company_pagerank,company_betweenness,avg_investor_degree,max_investor_degree,avg_investor_pagerank,max_investor_pagerank,avg_investor_betweenness,investor_clustering_coeff,investor_coinv_density,num_lead_investors,fund_type_grant,fund_type_non_equity_assistance,fund_type_other,fund_type_pre_seed,fund_type_seed,fund_type_series_a,fund_type_series_b,fund_type_series_c,fund_type_series_unknown
90a7eb8b-27e9-428a-ad4e-dd7ca9ddf024,85000000.0,18.258161826219297,2,1.0,23.98160315374507,0,0,0,0,0.0,0,0,0,0,1.0,27,0.0011838989739542225,0.0002198802058756042,0.0010570642224278282,10.518518518518519,71,8.542409296582582e-05,0.000496245284494861,0.0008109194297632059,0.0030736429917517876,0.9287749287749287,0,False,False,False,False,True,False,False,False,False
1c45b8d9-a48e-4dbf-bb72-031cd9f2e4d7,6625000.0,15.706361080779946,2,2.0,23.98160315374507,0,0,0,0,0.0,0,0,0,0,0.0,3,0.00013154433043935805,2.9416846861172758e-05,8.693697189162442e-06,12.0,16,0.00010295576712863266,0.00012485491899478552,0.00022837996790462677,0.0015008706006121029,1.0,0,False,False,False,True,False,False,False,False,False
406e14d4-0b87-4592-8025-98622d2b4f28,8073120.0,15.904050706497209,1,1.0,59.95400788436268,1,0,0,2,2.0,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,False,False,False,False,True
35b85a8f-da6f-440b-8519-740a42ccb141,20000000.0,16.811242881518265,1,2.0,49.96714848883048,0,0,0,0,0.0,0,0,0,0,0.0,1,4.3848110146452686e-05,4.384618757399044e-05,0.0,1.0,1,4.384618757399044e-05,4.384618757399044e-05,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,False
226eab47-5e96-4cdb-953f-329ef778f0b3,10000000.0,16.118095750958314,2,3.0,47.96320630749014,3,0,1,10,4.333333333333333,3,2,0,0,0.0,7,0.0003069367710251688,6.189138527345774e-05,0.00027431071096009147,63.42857142857143,304,0.0004740739110999792,0.002223818151489363,0.015372716518022128,0.0033029222749720592,1.0,0,False,False,False,False,True,False,False,False,False
a9458d89-7714-4a4d-975c-d5faa86d51b2,9454998.0,16.062054154310545,3,2.0,47.96320630749014,4,1,0,9,4.0,0,0,0,0,0.0,4,0.00017539244058581075,3.92324420119805e-05,8.505490350810214e-06,9.0,20,7.895682295846492e-05,0.00016600117278773083,0.0003982836935637372,0.0027793332961705973,1.0,0,False,False,False,False,True,False,False,False,False
8e9ae0a3-035c-417d-a2eb-2f7a0a4ceca7,7376000.0,15.813742179793396,2,2.0,42.31274638633377,2,1,1,6,5.0,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,True,False,False,False,False
cf894a2f-a78f-4136-a257-8569b091cad4,3600000.0,15.096444681204078,2,1.0,47.96320630749014,2,0,0,0,0.0,0,0,0,0,0.0,2,8.769622029290537e-05,2.1129280301521062e-05,2.1357351797232213e-06,23.0,39,0.00019467351194438394,0.00033219357645113384,0.0019880377193725045,0.0023635817971621384,1.0,0,False,False,False,False,True,False,False,False,False
8e0c7f7e-1dc3-4b11-8547-a9bbbdd4620b,10000000.0,16.118095750958314,1,2.0,20.006570302233904,1,0,0,9,9.0,1,1,0,0,1.0,1,4.3848110146452686e-05,4.384618757399044e-05,0.0,1.0,1,4.384618757399044e-05,4.384618757399044e-05,0.0,0.0,0.0,0,False,False,False,False,True,False,False,False,False
558627dd-8b2a-4075-9942-6715d58d3373,8049999.0,15.901182649394746,1,2.0,23.98160315374507,0,0,0,0,0.0,0,0,0,0,1.0,3,0.00013154433043935805,4.706502843221617e-05,8.36695313393624e-05,4.333333333333333,11,4.078980525506795e-05,8.290027876967528e-05,5.38647262345827e-05,0.007278260998509698,1.0,0,False,False,False,False,True,False,False,False,False
17892da8-096b-466e-967d-18774b405979,16000000.0,16.588099342704055,3,2.0,35.972404730617605,2,1,0,8,6.5,1,1,0,0,0.0,13,0.0005700254319038849,0.00013359697569230824,0.00045508961688871984,22.53846153846154,127,0.00017421070611966908,0.0009619705845613207,0.0033415423229835655,0.00425150032320281,0.6153846153846154,0,False,False,False,False,False,True,False,False,False
42405ccc-877c-4145-96f0-2cbbfa0cc51b,4500000.0,15.319588176962746,1,1.0,45.006570302233904,0,0,0,0,0.0,0,0,0,0,0.0,8,0.0003507848811716215,7.450584628471118e-05,0.00016434156200027865,40.0,154,0.00026700939026721575,0.0009857066416142514,0.0037695610466995984,0.005097744494085003,1.0,0,False,False,False,False,True,False,False,False,False
83920411-358d-4b7e-b9e6-ddca6b89f88a,8000000.0,15.894952224644102,4,1.0,47.96320630749014,2,0,0,3,2.0,2,2,0,0,0.0,22,0.0009646584232219591,0.00024766828977524995,0.0005354159781721956,3.3636363636363638,13,3.7171650926327366e-05,0.00013163571518687853,0.00012819390694270206,0.004918882835156174,0.38961038961038963,0,False,False,False,False,True,False,False,False,False
