company_uuid,edu_data_available,founder_top_univ_count,founder_univ_degree_avg,founder_univ_pagerank_max,co_alumni_investor_overlap,founder_alumni_network_size,founder_ex_faang_count,founder_ex_startup_count,founder_prior_org_pagerank_max,coworker_investor_overlap,founder_coworker_network_size,founder_industry_diversity,founder_investor_social_proximity,team_network_reach
436672a3-a87a-48ee-a481-bcf14416359f,1,1,338.8,0.0042385648461464726,0.0,1677.0,0,0,1.7347206791810264e-05,0.0,13.0,3,1.0,1690.0
5eb2daf0-c39b-458a-bfc3-2987afe0e398,1,1,158.2,0.0027397996679028786,0.0,784.0,0,0,0.0010790478276948212,0.0,509.0,11,0.0,1291.0
eadc0d3b-3428-4aa3-930f-963c9f32d2f6,0,0,,,,,0,0,,,,0,,
bbd8b199-0020-c8d8-5a68-31f7f613ff03,1,0,38.5,0.00045116878037183134,0.0,75.0,0,0,7.930993157965748e-06,0.0,4.0,2,1.0,79.0
ad5fe8c4-4087-4fae-a3f6-94ba04e96b9e,1,0,56.0,0.0003381046943447874,0.0,55.0,0,0,4.780566051813748e-06,0.0,0.0,1,0.0,55.0
ef6584ce-7538-41d2-a0e9-4705b0a19139,1,3,940.5,0.007841625478944653,0.0,1874.0,0,0,,0.0,,0,0.0,1874.0
a5c5f534-e38e-4914-a83f-e4f2ecf291a8,1,3,467.75,0.004456047062219714,2.0,1849.0,1,1,0.00044670034389932093,1.0,467.0,9,1.0,2271.0
bfe4a882-7b1a-40c4-ae3a-0116bef3888a,1,0,307.0,0.001907267993176892,0.0,305.0,0,0,,0.0,,0,0.0,305.0
ade174a1-3529-4a74-90db-b40713e6487c,1,0,108.66666666666667,0.0017450689960682758,0.0,323.0,0,0,6.125616481751967e-06,0.0,0.0,1,0.0,323.0
bad96f0a-38f7-4f03-a745-7ed03978c7c7,1,0,32.0,0.0002113668504698114,0.0,31.0,0,0,5.715877320794872e-06,0.0,0.0,2,0.0,31.0
e449d47e-8211-4a1b-8ae3-408b97bab289,1,0,29.5,0.0003815306823022107,1.0,57.0,0,1,3.7726486537550026e-05,1.0,25.0,3,2.0,81.0
b3fb636c-65bc-49e3-9fa4-cc55f17bf6ba,0,0,,,0.0,,0,0,,0.0,,0,0.0,
5e4658b8-3c9f-468b-9533-d1d6868efa5e,0,0,,,0.0,,0,0,0.0009545535769525035,1.0,651.0,14,1.0,651.0
094797aa-4d1d-900c-51d2-9d9e904a8d2a,1,3,626.0,0.003960749167964112,0.0,623.0,0,2,2.401740602288073e-05,0.0,22.0,3,0.0,643.0
1ada36d2-e026-4711-9184-d0f7b5af8de9,1,0,6.0,8.176355033599994e-05,0.0,9.0,0,0,1.077075589318958e-05,0.0,6.0,6,0.0,15.0
83949613-20f2-4c5d-9e25-a71783ded45f,1,1,1324.0,0.008007899771998483,2.0,1323.0,0,0,0.00018349431643405846,1.0,107.0,2,2.0,1380.0
1e8986fa-f681-e8ba-6bf1-e44764ad161f,1,0,353.5,0.002339182988067677,0.0,699.0,0,0,4.1759513160679536e-06,0.0,0.0,1,1.0,699.0
93522a54-041c-0284-c931-8085d5aaa8df,1,0,110.0,0.0014080821484325132,0.0,541.0,0,0,0.00023070186258001782,0.0,292.0,8,0.0,827.0
7d2d7d0a-58b0-4762-9f80-c844cd4148f6,0,0,,,0.0,,0,0,0.0006298710344190435,2.0,342.0,5,1.0,342.0
f5bf0099-3f12-4c9e-a392-027ab44937d7,1,2,415.2,0.008007899771998483,3.0,2058.0,1,0,0.0007421488521923915,2.0,503.0,3,2.0,2542.0
69f31670-f8ab-4aa7-b142-89d00759f87d,0,0,,,0.0,,0,0,1.0228646942585617e-05,0.0,2.0,3,0.0,2.0
c2af7cd9-0373-4bf9-b175-4aca28d6b11e,1,1,714.5,0.007841625478944653,0.0,1424.0,0,0,,0.0,,0,0.0,1424.0
b36a85dd-d1e3-3db4-14cc-22383822df3e,1,2,919.0,0.014637025750933357,5.0,4487.0,0,0,,0.0,,0,2.0,4487.0
6a1c6374-d34a-4685-8a35-8a5187fe1853,1,0,78.0,0.00048644469607418,0.0,77.0,0,0,5.715877320794872e-06,0.0,0.0,3,0.0,77.0
f270233a-1aaa-4db7-ba28-056c761c5c32,0,0,,,,,0,0,,,,0,,
91a005db-55d6-4c0b-bee3-df2ccb86f9d0,0,0,,,0.0,,0,0,3.928280780563641e-05,0.0,35.0,4,0.0,35.0
06539985-3715-4205-b3e1-f51a99cb170c,0,0,,,,,0,0,,,,0,,
d981801e-eced-9e7f-bd48-34af029e74ef,1,0,45.0,0.0008377266299025383,1.0,132.0,0,0,6.286882675664337e-06,1.0,2.0,3,2.0,133.0
688acf7b-618c-4985-9c46-d886b8a2f95f,1,1,453.0,0.0028272226522435295,0.0,452.0,0,0,,0.0,,0,0.0,452.0
34afbfc4-0936-4611-b8e2-ff5e2b3976e7,1,1,1290.5,0.014637025750933357,0.0,2576.0,1,0,0.0025237387716542667,0.0,1156.0,12,0.0,3700.0
b65a3a00-436e-43f3-87e9-751c542070e3,0,0,,,,,0,0,,,,0,,
2ddd05a8-edaf-495b-9216-78af6448403e,1,0,171.75,0.002316909321568585,3.0,631.0,0,0,4.5443572164831144e-06,0.0,0.0,5,1.0,631.0
61a59b98-43ea-46f5-ba1d-f0a8936a7fa4,1,0,381.0,0.0025240571785282444,0.0,758.0,0,1,5.0364890172764e-05,0.0,29.0,21,0.0,787.0
9c01f9ee-0344-473d-9a45-8a9ad39ade53,0,0,,,0.0,,0,0,6.410798956467765e-06,0.0,1.0,1,0.0,1.0
45acea58-fa58-4192-b62f-89ebf6359768,1,0,178.0,0.0010556793705412033,0.0,177.0,0,0,,0.0,,0,0.0,177.0
27a6f731-87b5-4a99-9bfd-d8aa1746f66c,0,0,,,0.0,,0,0,,0.0,,0,0.0,
4a13f22b-5bba-4fc5-b7ef-d40d0a6798b8,1,0,72.5,0.001634290592693577,0.0,285.0,0,0,1.12391219423022e-05,0.0,0.0,3,0.0,285.0
2f2a5b4d-adbc-15b2-ff83-4a99e1466b76,1,1,677.25,0.014637025750933357,0.0,2690.0,0,0,0.0003107599216181228,0.0,207.0,3,0.0,2891.0
c42812bc-a992-4db4-83c9-2df75c4595ad,1,1,1889.0,0.014637025750933357,0.0,3709.0,0,0,,0.0,,0,0.0,3709.0
3e78c2c9-b130-4c89-b635-d139263629d7,1,0,111.0,0.0010124791817272263,0.0,220.0,0,0,7.626848344778317e-06,0.0,0.0,2,0.0,220.0
60251451-72c0-4d28-fbea-3a167f978f60,1,0,125.0,0.0013804518696256375,2.0,248.0,0,1,6.45386881120696e-05,3.0,51.0,5,3.0,295.0
96a6d9cf-c8ce-4b08-90cf-cc75b0beec95,0,0,,,0.0,,0,0,,0.0,,0,0.0,
3a9a8672-e646-4387-b494-bc67f841020e,1,3,1337.0,0.007841625478944653,3.0,1334.0,1,0,0.00013935379012303237,2.0,106.0,4,2.0,1428.0
4e7b81e1-e35b-4411-80ff-2508e1543249,1,0,230.0,0.001952308063476035,2.0,457.0,0,0,3.8248618896759434e-05,0.0,29.0,4,1.0,486.0
454a0f09-085d-4819-aea0-a92dfe52eb28,1,1,320.4,0.003908475218421671,4.0,1582.0,0,0,3.928280780563641e-05,0.0,21.0,2,2.0,1603.0
87495f14-1fd2-4353-9fdd-0c794c4c9065,1,1,278.0,0.003908475218421671,0.0,830.0,0,0,6.817529053070338e-06,0.0,1.0,3,0.0,831.0
f8001b5c-bb54-43ab-ab3c-d63681417261,0,0,,,,,0,0,,,,0,,
2e2b5864-341b-4147-9446-9e12128dd06f,1,0,59.0,0.0003832872287425342,0.0,58.0,0,1,4.172073657777494e-05,2.0,20.0,6,1.0,77.0
80717f5c-cd02-4c53-ade9-913f89ed6814,0,0,,,0.0,,0,0,9.546046089785959e-06,0.0,0.0,2,0.0,0.0
21446d98-98fd-44d2-aeeb-b07919aac63c,1,0,29.0,0.00018520570067080846,0.0,28.0,0,0,,0.0,,0,1.0,28.0
dccf1987-9fc6-422d-9941-13be38181c03,1,1,501.0,0.005120044724988237,3.0,998.0,0,0,,0.0,,0,1.0,998.0
7ab2d177-40db-4d9b-9025-528627c9bf72,1,0,233.0,0.001907267993176892,0.0,462.0,0,0,0.00018175666905061345,2.0,133.0,2,1.0,595.0
e8794ffa-72fe-445b-9be3-f093277f2c92,0,0,,,0.0,,0,0,2.9980719698106396e-05,0.0,20.0,6,0.0,20.0
5b209dc2-faeb-457f-b7d1-7b7bca842d14,0,0,,,0.0,,0,0,,0.0,,0,0.0,
2045b0c6-9d1f-4c86-a625-10393471cbd9,0,0,,,,,0,0,,,,0,,
f844883a-b32b-43dd-c0b9-6cd2dce55026,0,0,,,0.0,,0,0,3.963004779498228e-06,0.0,0.0,1,0.0,0.0
1f4a556b-1b42-4bb6-a9d3-05f9c7ada67b,1,0,189.0,0.0023558434765480127,1.0,376.0,0,0,6.183732435318846e-06,0.0,1.0,1,1.0,377.0
5b922d10-09f6-4cf8-a563-9f964c50693e,0,0,,,0.0,,0,0,,0.0,,0,0.0,
a8a276e3-11df-4026-b9be-561e23bfda7d,0,0,,,0.0,,0,0,,0.0,,0,0.0,
fd5eba84-ae33-4582-8356-c39629293c13,1,0,200.0,0.001422491972188356,0.0,397.0,0,0,3.116042766390962e-05,1.0,32.0,7,1.0,428.0
8de462d8-4045-447f-b309-b12e7882d79f,1,0,203.0,0.0022307922196472514,0.0,404.0,0,0,8.156811116105703e-06,0.0,4.0,7,0.0,408.0
2866eea1-97c4-421f-ab6a-0ac906951240,0,0,,,,,0,0,,,,0,,
eebcabb8-d63d-4702-b952-7f52d54a79ee,1,1,522.0,0.0032695815508559487,0.0,521.0,0,0,7.639613720808214e-06,0.0,2.0,4,0.0,523.0
347014da-bd52-6f42-91b7-b617a18a08ff,0,0,,,0.0,,0,0,5.579647570531007e-06,0.0,1.0,2,0.0,1.0
0ff018d9-5936-09d5-2fff-870295f53de6,1,0,32.666666666666664,0.00040522255475227456,0.0,94.0,1,0,0.006210892662814863,0.0,3145.0,5,0.0,3234.0
f9fbee2c-fb4d-20ed-95ac-75fb571f4b96,1,0,1.0,1.9028047341781785e-05,0.0,0.0,0,0,3.398822533892074e-05,1.0,15.0,6,1.0,15.0
475a74ea-44dd-4f38-9615-b2cad8071244,1,0,26.0,0.00030107111333333065,0.0,48.0,0,0,1.117534612003509e-05,0.0,1.0,2,0.0,49.0
ac18f357-6c6d-40c6-a280-98f7c8c242ec,1,2,453.0,0.0028272226522435295,1.0,451.0,0,0,,0.0,,0,1.0,451.0
8d366b4e-86f9-477d-a339-477132504a67,0,0,,,,,0,0,,,,0,,
0c00e0a0-afbd-4dd2-8454-3e593c2a8c88,1,0,40.5,0.000529352341406456,0.0,79.0,0,0,7.354833964623249e-06,0.0,0.0,1,0.0,79.0
36cfd8fc-e130-4c6d-902d-19ba836edba0,1,1,373.5,0.004456047062219714,3.0,1481.0,0,0,0.0001096450870688378,0.0,110.0,9,1.0,1577.0
dc6b7b23-1e15-49ed-accc-5d168c32c368,0,0,,,0.0,,0,0,,0.0,,0,0.0,
aa34a2d0-a5a8-4c85-abf4-f82adf052260,1,0,2.0,2.7525837547508115e-05,0.0,1.0,0,0,,0.0,,0,0.0,1.0
b4c13ceb-e030-446c-8d18-5dbef6a78a71,1,0,107.0,0.0006323870947761736,0.0,106.0,0,0,,0.0,,0,0.0,106.0
0c89ddbf-490d-4af2-9d36-be48627dd102,0,0,,,0.0,,0,0,4.353582449415852e-06,0.0,0.0,1,0.0,0.0
7be5edaa-f992-8b3f-6baa-42f2c98f90b9,1,0,33.0,0.0002691829812311996,0.0,64.0,0,0,4.706379816414004e-05,0.0,67.0,20,0.0,130.0
f1e828d0-ecf1-47c4-a5a9-bc7a7a1e1569,1,2,651.3333333333334,0.007841625478944653,3.0,1930.0,0,0,,0.0,,0,1.0,1930.0
42a067f1-fc66-4a02-b3cb-ea27b4b6d8bb,1,1,895.3333333333334,0.014637025750933357,1.0,2678.0,1,0,0.006956676171922294,1.0,3351.0,4,1.0,5831.0
9821d307-9b1e-41fb-82ae-e278da174689,0,0,,,0.0,,0,0,0.00043085012833670144,0.0,195.0,1,1.0,195.0
fce9eb7f-d3ff-4918-b096-03acc661cf69,1,0,1.0,1.9028047341781785e-05,0.0,0.0,1,2,0.006956676171922294,2.0,3351.0,4,1.0,3351.0
3c970ad8-4b7f-4c09-bdcb-9dd1ae9d82d6,1,1,503.5,0.005120044724988237,1.0,1001.0,0,0,0.0009545535769525035,1.0,538.0,9,1.0,1516.0
2218cf52-2413-9f48-781d-ee94ecf6d04e,1,0,352.0,0.002316909321568585,0.0,351.0,1,1,0.00038424734995657007,0.0,217.0,4,1.0,565.0
4c9371f8-c473-b608-0d03-c57ab0349e16,1,0,81.0,0.0005070586624210634,0.0,80.0,0,0,,0.0,,0,0.0,80.0
bf35e684-b78c-4959-a0c3-3bf6df792e90,1,0,160.75,0.0026658463771086745,0.0,638.0,0,0,4.595807638578022e-05,1.0,21.0,2,1.0,659.0
129963c9-f776-420c-8f37-d040ac7418f6,1,0,29.5,0.00034641691736965306,0.0,57.0,0,0,,0.0,,0,0.0,57.0
05ddeb35-a9a4-4253-7c6f-0d4a7e7ecd04,1,0,234.0,0.0014080821484325132,0.0,233.0,0,0,0.0003296824670162651,0.0,201.0,7,1.0,433.0
3b0c5d48-b320-4937-95df-8881d5a4cd84,1,2,372.5,0.003960749167964112,1.0,1478.0,0,0,4.118743880664876e-05,1.0,29.0,7,2.0,1507.0
ec7393ff-4671-4a3f-8247-bdfa3c7e15eb,1,1,660.0,0.00822202819683725,2.0,1318.0,0,0,6.125616481751967e-06,0.0,0.0,1,1.0,1318.0
756cd2d9-c119-469f-b966-3cce7c97decd,1,1,870.0,0.014637025750933357,3.0,3450.0,0,0,6.123527704374978e-06,0.0,1.0,3,1.0,3450.0
be583766-8bf4-442a-ba18-0945275a1e96,1,1,556.0,0.0033383100064978575,4.0,555.0,0,0,0.00010089289107296263,2.0,98.0,2,1.0,619.0
bf105f84-e5bb-410a-9815-80c665b5d6a1,0,0,,,0.0,,0,0,,0.0,,0,0.0,
e3970901-45d3-4283-ada8-952e838a02b4,0,0,,,,,0,0,,,,0,,
09841d71-1974-4d58-940f-b5ccc2993e17,1,0,223.0,0.001422491972188356,0.0,222.0,0,0,0.00023934172335133484,0.0,146.0,10,0.0,367.0
e8e2195b-b250-40dc-b5dd-d0c2c8102cc9,1,3,513.5714285714286,0.014637025750933357,2.0,3426.0,0,0,4.282032102270421e-06,0.0,0.0,1,1.0,3426.0
85da8010-53b5-4b7a-b516-ff5b77e76ea7,1,0,117.0,0.0007279539229640836,0.0,115.0,0,0,5.163621839460539e-06,0.0,0.0,1,0.0,115.0
6459cc4f-0d3c-4657-8f95-5f11df76463d,0,0,,,,,0,0,,,,0,,
c1d89885-d895-2695-d5bb-f92ea2691848,0,0,,,0.0,,1,0,0.006956676171922294,0.0,3353.0,4,0.0,3353.0
ae9af46b-d3bd-4ba9-ac3b-b265ef800ade,1,0,129.0,0.0008225500422413295,0.0,128.0,1,0,0.006210892662814863,0.0,2826.0,3,1.0,2951.0
854ae5fd-af37-46a4-b7da-4011f2db2ddc,1,0,173.0,0.001076408281777734,0.0,172.0,0,0,,0.0,,0,0.0,172.0
bde8b550-c3c1-4aee-bef0-abcf7429a02b,0,0,,,,,0,0,,,,0,,
8f40a881-0177-4561-b231-9e871728cbd2,1,1,750.0,0.004511471299560445,0.0,749.0,0,2,0.00018349431643405846,0.0,118.0,6,0.0,865.0
e8a3394c-b9e1-4f45-9ed0-7722fc999d4c,0,0,,,0.0,,0,0,4.243272599745557e-06,0.0,0.0,1,0.0,0.0
85da1068-067c-4691-a9f3-770d379d03cf,1,0,162.0,0.0010304319844918056,1.0,161.0,0,0,2.7665708084866305e-05,0.0,25.0,5,1.0,186.0
1f6ef495-e9c2-41ce-b074-c0ec45fdb7a9,1,0,4.0,3.873872180667353e-05,0.0,3.0,0,0,6.125616481751967e-06,0.0,0.0,1,0.0,3.0
58277f4e-f0c7-8376-3353-2cd842139e75,0,0,,,0.0,,0,0,9.669716852739812e-06,0.0,3.0,3,0.0,3.0
20de587b-0812-4706-a6b6-8ef9de230e14,1,0,218.0,0.001399607687748014,0.0,217.0,0,0,7.354833964623249e-06,0.0,0.0,1,0.0,217.0
4d58b5b0-157b-485c-96b4-2738b32ee9f0,1,1,219.57142857142858,0.004511471299560445,0.0,1514.0,0,0,1.9919106891841654e-05,0.0,27.0,14,0.0,1541.0
d4cd394f-083e-4b39-869c-6bf266324823,1,0,37.5,0.00035507108823449056,0.0,73.0,0,1,0.00011755221631841434,1.0,48.0,5,1.0,121.0
cc0ba2dd-7ec1-4f03-a6c7-125e4f946e4f,1,0,11.5,0.00014982652652272333,0.0,20.0,0,0,7.354833964623249e-06,0.0,0.0,1,0.0,20.0
d4ce1cdc-dc8c-4e82-bf8a-bcad0998dcda,1,1,421.5,0.003960749167964112,0.0,841.0,0,0,0.0009545535769525035,0.0,808.0,5,0.0,1640.0
98bdd19a-f70b-48f8-beb4-73555fad0343,1,1,453.0,0.0028272226522435295,0.0,452.0,0,0,,0.0,,0,0.0,452.0
9db97afe-1060-40d5-891f-c50099c3ffc6,1,0,119.5,0.0013804518696256375,0.0,237.0,0,0,1.0717861081998193e-05,0.0,13.0,3,0.0,250.0
30e5e2c5-5df2-45a4-bbc5-fa99a6456031,1,0,205.0,0.002339182988067677,0.0,408.0,0,0,,0.0,,0,0.0,408.0
97970ead-d6ca-4221-a3f2-2d0648996380,1,0,4.0,3.660507540452123e-05,0.0,3.0,0,0,,0.0,,0,0.0,3.0
507e6ed1-728e-4524-9e71-8148735089b1,1,0,30.0,0.00019449112079869408,0.0,29.0,0,0,,0.0,,0,0.0,29.0
516c8b60-ad2b-4940-b721-fc9605b897d5,1,0,97.0,0.0012184960728598793,0.0,192.0,0,0,5.511007740316327e-06,0.0,0.0,3,0.0,192.0
90e76c28-30e8-4d1c-8264-bc7bf911a05b,1,0,31.0,0.0002074654210954453,0.0,30.0,0,0,9.886581423560093e-06,0.0,1.0,2,0.0,31.0
0521fa6c-a7f9-4f02-909c-a62aed7dbe01,1,1,138.8,0.0028272226522435295,0.0,684.0,0,0,1.0864879800541847e-05,0.0,5.0,2,1.0,688.0
56492ac7-1c9c-490f-9972-c95013e10317,1,1,2441.0,0.014637025750933357,0.0,2440.0,0,0,7.095244643635615e-06,0.0,1.0,1,0.0,2441.0
4825780f-e14f-488f-9ab9-1d67c559d4e8,0,0,,,0.0,,0,0,,0.0,,0,0.0,
857e7433-effd-4d8c-a0d0-0c08a784a044,0,0,,,0.0,,0,0,,0.0,,0,1.0,
232982d0-b253-43ea-8d5b-4ca9382c53a2,1,5,302.9230769230769,0.007841625478944653,4.0,3868.0,1,0,0.003428753646365807,2.0,1673.0,3,1.0,5448.0
cf40e96c-687a-4357-8b32-72460b1c73c0,1,0,52.0,0.0005832075683924074,0.0,102.0,0,0,,0.0,,0,0.0,102.0
900b4bb6-b30f-47be-b67c-4cd1e424c9b0,0,0,,,,,0,0,,,,0,,
5da2a55b-a479-48d8-b719-67512428c3a6,0,0,,,,,0,0,,,,0,,
e9243b2a-da35-4680-bf8a-ec0bb46d22de,1,1,436.0,0.0027397996679028786,2.0,868.0,0,0,4.524720590498566e-06,0.0,0.0,2,1.0,868.0
84cb22fc-22d6-41b1-80d5-c348673676bc,0,0,,,0.0,,0,0,,0.0,,0,1.0,
a865095e-b32d-46b9-a656-1928ad760361,1,0,35.4,0.00048644469607418,1.0,170.0,0,1,1.0231681005741295e-05,0.0,2.0,4,1.0,171.0
d1d514e3-1b74-4d02-b065-780d3a0e9b6c,1,1,453.0,0.007841625478944653,3.0,1356.0,1,1,0.006956676171922294,3.0,3443.0,7,1.0,4745.0
9de1db7f-eef3-43c9-9aa9-3e221a29aaf7,1,0,108.33333333333333,0.0009661589678405495,0.0,322.0,0,0,4.546048038581385e-06,0.0,0.0,1,1.0,322.0
98097e74-7e39-4abb-baeb-05f7cac9458a,0,0,,,0.0,,1,0,0.003428753646365807,3.0,1682.0,6,1.0,1682.0
1ca7e67f-b7c2-45c5-9767-ee946b00b03d,1,0,79.0,0.0008377266299025383,0.0,156.0,0,0,4.706379816414004e-05,1.0,35.0,6,1.0,185.0
27b47dad-7f5e-43b4-95a7-1fda4e5932a3,1,1,166.16666666666666,0.005120044724988237,1.0,989.0,0,0,8.142401262609956e-05,0.0,38.0,6,1.0,1027.0
61c8716e-e341-4723-b890-f73a50520652,0,0,,,0.0,,0,0,,0.0,,0,1.0,
b9142c20-7e19-d20a-5c47-8345db16880d,1,0,13.0,0.00011156657922589925,0.0,24.0,0,1,4.0111578887413214e-05,3.0,20.0,5,1.0,44.0
9f3caa95-e6b1-45fd-804d-bd7b3d1333d9,1,2,681.0,0.014637025750933357,2.0,3970.0,0,0,1.1412946874806556e-05,0.0,6.0,8,1.0,3975.0
31214243-ee35-d159-600a-a34d5d9f287c,1,0,202.0,0.0012802745779096013,3.0,201.0,0,0,5.5846874053668324e-05,1.0,23.0,1,1.0,224.0
b8dd0115-fed5-4645-a0da-91e772dc462f,1,0,49.0,0.0006267048984242788,0.0,144.0,0,0,,0.0,,0,0.0,144.0
f9aa1ce7-27af-4d54-9b4b-56ecfd709a3c,1,3,740.1666666666666,0.014637025750933357,2.0,4334.0,1,0,0.0008344591092858757,1.0,745.0,10,2.0,4867.0
dc59d739-56e8-41d1-aee0-f8f39888b0cd,1,1,309.0,0.0031553747282725237,1.0,922.0,0,0,6.508508236690445e-05,0.0,34.0,2,1.0,956.0
d7af363c-ace2-7a6c-6648-53b940517442,1,2,1039.0,0.014637025750933357,1.0,3094.0,1,0,0.006956676171922294,1.0,3579.0,13,1.0,6439.0
cb5a80e9-e82a-864d-f27a-095feaef0085,1,0,380.0,0.002339182988067677,0.0,379.0,0,0,0.0004156624894515576,0.0,248.0,5,0.0,625.0
d3fed8f8-98b1-44e3-bdca-7ab666fd8e35,1,0,114.0,0.0006816979376132415,0.0,113.0,0,0,4.720787900141131e-06,0.0,0.0,1,0.0,113.0
1bf8e47a-48fc-28f0-2a1b-02d928dfb35f,1,0,2.0,2.7525837547508115e-05,0.0,2.0,0,0,,0.0,,0,1.0,2.0
09f9ec7f-6e2b-4987-99ea-dcfbf016dbe1,1,2,526.5,0.00822202819683725,3.0,2083.0,1,2,0.006956676171922294,3.0,3438.0,9,2.0,5377.0
0a6bfd3e-ca6c-4483-8692-af0510fe4d2e,1,1,946.5,0.007841625478944653,1.0,1873.0,0,0,4.4076293765777195e-06,0.0,0.0,1,1.0,1873.0
2f9369e5-3e1b-42df-b15f-8835a6ada090,1,1,122.0,0.0032695815508559487,0.0,724.0,0,0,0.0008344591092858757,0.0,411.0,4,0.0,1129.0
5a10303e-f8d0-453d-b24d-ab35007c9e42,1,2,329.6666666666667,0.003960749167964112,3.0,976.0,0,0,,0.0,,0,1.0,976.0
10f66fef-75c1-4255-8cdb-a4fa4365f2af,1,1,661.0,0.003908475218421671,0.0,660.0,0,0,,0.0,,0,0.0,660.0
f5f8ce01-d1fc-4a34-9885-fa7e1bf40c6a,0,0,,,,,0,0,,,,0,,
1c6af743-da3d-4b22-8945-e73079f04d2a,0,0,,,,,0,0,,,,0,,
97bfedd1-d7e9-493c-b873-a5a709f5eb19,1,0,206.0,0.002339182988067677,1.0,613.0,2,0,0.006210892662814863,2.0,3051.0,7,1.0,3642.0
8efd4e7d-48da-a249-8610-dfaf75464419,1,0,280.0,0.001634290592693577,1.0,279.0,0,0,,0.0,,0,1.0,279.0
b3f6b876-3299-4043-a5d8-b792e6967e5a,1,1,386.5,0.003960749167964112,0.0,770.0,0,0,1.538278834058277e-05,0.0,10.0,2,0.0,778.0
e6ff974a-5e21-4b9f-8998-02bffbe3d041,1,1,1253.0,0.014637025750933357,1.0,2501.0,0,0,,0.0,,0,1.0,2501.0
b4557857-596a-4382-a984-8abcf2a900ec,1,0,49.75,0.0005766761005833867,2.0,190.0,0,0,,0.0,,0,1.0,190.0
7bccb75e-26c8-4e43-a58c-3b7da025889d,1,1,623.6,0.014637025750933357,2.0,3087.0,2,1,0.006956676171922294,3.0,6761.0,48,3.0,9496.0
b507d77c-5285-4de9-a237-70fe53a46273,0,0,,,0.0,,0,0,0.0025997838799247104,2.0,1211.0,3,1.0,1211.0
57530264-5b14-4ed7-9486-ff7d54356654,1,0,14.0,0.00010195190329837203,0.0,13.0,0,0,,0.0,,0,0.0,13.0
5fc7ef9d-7c64-4af0-94f9-5376fb267238,0,0,,,0.0,,2,0,0.006956676171922294,2.0,7356.0,23,1.0,7356.0
653bfe91-a261-a4d6-fe38-90a2a22d3513,1,0,134.0,0.0008354413923216293,0.0,133.0,0,0,4.14883662803555e-06,0.0,0.0,1,1.0,133.0
97e2dbcd-64e5-496f-a96b-ffec70b263b5,0,0,,,0.0,,0,1,1.0811642214982393e-05,0.0,5.0,2,0.0,5.0
0ac9d700-e695-43d2-a95a-b9ca19917353,1,2,357.25,0.0030287531794781766,3.0,1408.0,1,1,0.006956676171922294,4.0,3747.0,7,7.0,5074.0
35436fee-5bbd-4910-ab9c-b052acb5fb86,1,1,764.5,0.007841625478944653,2.0,1526.0,0,0,4.651573052744647e-05,0.0,30.0,4,1.0,1548.0
c633935a-104e-613b-1e32-63f94de6b735,1,1,706.0,0.00822202819683725,0.0,1410.0,0,0,2.2600024553985276e-05,1.0,19.0,3,2.0,1429.0
eff6c901-4ba5-4c62-a8ea-c4607ddbdb76,1,1,451.0,0.002799928851999879,0.0,450.0,0,0,,0.0,,0,0.0,450.0
b29edb73-9081-4832-96b2-b8872f08c485,1,2,670.6666666666666,0.00822202819683725,4.0,1997.0,2,0,0.0014455126954318117,4.0,1417.0,8,3.0,3365.0
bfa01b36-4b05-492e-bfc7-1a99639cb273,0,0,,,0.0,,0,0,,0.0,,0,0.0,
5ef4f91c-f8b7-4617-b584-1e778850a4d2,1,0,5.0,3.974131378581257e-05,0.0,4.0,1,1,0.00015466354809051674,1.0,194.0,14,2.0,198.0
b9f534ed-00f4-41d0-bfb9-9f4d41e02afb,1,0,121.0,0.0012296150375819138,0.0,359.0,0,0,,0.0,,0,0.0,359.0
6fe63ae7-9699-4045-b5b3-b5f638b50fed,0,0,,,0.0,,0,0,,0.0,,0,0.0,
539d27a3-fa89-40b9-954d-7e783cf2b5a6,0,0,,,,,0,0,,,,0,,
aafaa39b-d0c4-ef81-c574-f503c831eb53,1,2,570.1666666666666,0.00822202819683725,3.0,3353.0,1,1,0.0008344591092858757,1.0,661.0,22,2.0,3947.0
f297d8d7-5e9d-4718-b029-05ed17a606f8,1,1,451.0,0.0027397996679028786,1.0,450.0,0,0,6.125616481751967e-06,0.0,0.0,1,1.0,450.0
e2857bb7-339f-4010-9fbf-5df6ac4d3f2a,1,3,428.0,0.005120044724988237,4.0,1698.0,1,0,0.00013935379012303237,0.0,85.0,6,1.0,1781.0
2576021c-2cdb-4489-a18c-14cafa6f1b10,0,0,,,0.0,,0,0,3.7953149903011688e-06,0.0,0.0,1,1.0,0.0
98a8301e-6c84-44ff-a385-289536f4d667,1,1,294.5,0.0032695815508559487,0.0,586.0,0,0,5.981818081958208e-06,0.0,0.0,2,0.0,586.0
c2cc3706-e2e3-4365-b878-f8a9a49fbb6e,1,1,626.0,0.003960749167964112,0.0,625.0,0,0,3.767101827141159e-05,0.0,20.0,1,0.0,645.0
f6773b66-85eb-4682-88fe-fce62c60c1a4,1,1,423.0,0.004456047062219714,2.0,844.0,0,0,,0.0,,0,1.0,844.0
bc9d8506-8ea7-45de-a7f8-4c7dc54c5f5f,0,0,,,,,0,0,,,,0,,
