company_uuid,edu_data_available,founder_top_univ_count,founder_univ_degree_avg,founder_univ_pagerank_max,co_alumni_investor_overlap,founder_alumni_network_size,founder_ex_faang_count,founder_ex_startup_count,founder_prior_org_pagerank_max,coworker_investor_overlap,founder_coworker_network_size,founder_industry_diversity,founder_investor_social_proximity,team_network_reach
4c8af45a-403b-409e-ab4a-9bfc301edb86,1,0,11.0,8.186229868898585e-05,0.0,10.0,0,0,1.1926704508113335e-05,0.0,10.0,4,0.0,20.0
7b75f543-4087-4698-8a0c-738921057a0e,0,0,,,,,0,0,,,,0,,
a9b0e86b-fab1-4b9e-a39c-15e3629902c1,1,1,278.0,0.0032695815508559487,1.0,552.0,0,0,6.431454430519076e-06,0.0,0.0,4,1.0,552.0
a8e6b7e6-e716-d46a-f659-1f24657b0dc1,1,0,132.0,0.0010124791817272263,1.0,261.0,0,0,5.003264890532342e-05,0.0,39.0,6,2.0,299.0
aa296242-056a-4e95-ae4b-eabaa6c729ac,0,0,,,,,0,0,,,,0,,
0fdf3dcc-e22a-b612-6fe1-5e961331a111,0,0,,,0.0,,0,0,,0.0,,0,0.0,
85b3f3de-158e-c1a0-ca6b-ce9448a87acb,1,1,540.0,0.0042385648461464726,0.0,1610.0,0,0,9.299903857753715e-06,0.0,3.0,1,0.0,1612.0
22f64e50-0061-48d1-9ff3-42ebb822e05e,1,1,212.0,0.003960749167964112,0.0,633.0,0,0,4.1140850944155765e-05,0.0,23.0,7,0.0,656.0
bef7ade2-0e45-858c-9fbd-79b37dbdffed,0,0,,,0.0,,0,0,,0.0,,0,0.0,
dc491af8-5114-4af7-8e69-6de8cc8c5589,1,2,1427.3333333333333,0.014637025750933357,2.0,4183.0,0,0,0.0008344591092858757,2.0,475.0,6,2.0,4515.0
0c7ef6e7-9ddc-4899-b6e8-785a9fc7ae6e,1,2,522.2,0.008007899771998483,3.0,2536.0,0,0,0.00029583895485065,0.0,133.0,1,1.0,2660.0
46f55f62-8f6d-47a4-bc58-1a4088cec492,1,0,42.5,0.0004911014982389457,0.0,81.0,0,0,1.603068226941535e-05,1.0,4.0,2,1.0,85.0
fb5b004a-e90e-4ee6-a35d-91632c1a978a,1,1,344.5,0.003908475218421671,0.0,687.0,0,0,5.8130699835821836e-05,1.0,31.0,4,1.0,718.0
778b4056-b314-4af1-b767-8fbf9a861efb,1,1,257.0,0.0028272226522435295,0.0,512.0,0,2,0.00029583895485065,0.0,133.0,4,0.0,645.0
5faa174b-12bf-4d5f-b091-568f16059094,1,1,541.0,0.0031553747282725237,6.0,540.0,0,0,2.6944036007665174e-05,0.0,15.0,2,1.0,555.0
5366bd1e-d1a9-47ec-85a8-16782293c613,1,0,69.0,0.0004065419340375551,0.0,68.0,0,1,1.1673821288593713e-05,0.0,2.0,3,0.0,70.0
918ac904-9dfe-4729-b860-4db4228a8887,1,0,77.0,0.0004835081963956635,0.0,76.0,0,0,2.725366049851538e-05,0.0,17.0,3,0.0,93.0
ffbd4b7c-5384-485e-9a0f-fc80c0266840,1,1,348.75,0.007841625478944653,1.0,1388.0,0,1,1.1696976093024195e-05,0.0,10.0,7,1.0,1397.0
56e64e56-192e-4e4c-860f-8dacf7ca1e87,0,0,,,,,0,0,,,,0,,
e782defa-3bfb-4b68-ad45-b19db1d033ed,1,0,410.0,0.0025240571785282444,0.0,409.0,0,0,,0.0,,0,0.0,409.0
b2fa9224-edb1-4699-b4b8-4a56613b1711,0,0,,,0.0,,0,0,,0.0,,0,0.0,
714af463-c894-4472-8235-1a92d68bc747,1,0,2.0,2.7525837547508115e-05,0.0,0.0,0,0,,0.0,,0,0.0,0.0
8bc15411-0ceb-4318-a356-a02f880d4595,1,0,180.0,0.002316909321568585,3.0,513.0,0,0,2.217751794898251e-05,1.0,25.0,9,2.0,535.0
3c023101-d01d-4000-9b04-18880def513a,1,0,218.0,0.001399607687748014,0.0,217.0,0,0,,0.0,,0,0.0,217.0
dc77cce1-4426-465d-98e5-b89014d8718c,1,0,32.0,0.00022264824372068633,0.0,31.0,0,1,1.0393272000651213e-05,0.0,9.0,4,0.0,40.0
afe2e585-10fb-409c-a56b-39a95b948463,0,0,,,0.0,,1,0,0.0025237387716542667,2.0,1283.0,7,1.0,1283.0
6bc21b9c-b705-a761-9155-08c83ffba9a8,1,2,1446.0,0.014637025750933357,12.0,2881.0,1,0,0.006956676171922294,4.0,3341.0,3,1.0,6027.0
b42ba2c1-e60a-41ea-bb97-c6704d977dff,1,0,47.5,0.0005784897995005159,0.0,93.0,0,0,8.022203433845565e-06,0.0,1.0,3,0.0,94.0
c1c33249-5fc8-4d1f-8313-922b4c3b51c6,1,0,5.0,3.197182442441578e-05,0.0,4.0,0,0,,0.0,,0,0.0,4.0
0206dbf4-f37c-4a69-8e1a-5a9f9ea107c7,1,0,210.5,0.0020377164610129637,0.0,418.0,0,0,,0.0,,0,0.0,418.0
1d6fc0c8-7112-4809-b450-7efb90b71b30,1,2,760.5,0.007841625478944653,5.0,1516.0,0,0,4.144473587812312e-06,0.0,0.0,1,1.0,1516.0
0c407d3e-bfe7-4ec7-b4cc-64f8cdd15e68,1,1,592.25,0.007841625478944653,1.0,2303.0,0,0,0.00015420600723009987,0.0,159.0,18,1.0,2450.0
2978496e-308b-4db1-b656-89911cd11f96,1,0,203.0,0.002694900462034442,2.0,806.0,0,0,1.3650916211439816e-05,0.0,5.0,2,1.0,811.0
04a1c88a-4c5d-4991-840c-308dd051b2aa,1,0,148.0,0.0009190833068074775,0.0,293.0,0,0,1.8576163564733202e-05,0.0,9.0,3,0.0,302.0
a66a53c6-fea6-7c23-80b9-e9cd64dc4635,1,0,218.0,0.001399607687748014,0.0,217.0,0,0,1.6853744247463713e-05,0.0,13.0,5,1.0,230.0
64c2646c-34a8-48aa-a73a-16873955f5f7,1,0,24.0,0.000245154103599769,2.0,46.0,1,2,0.0025237387716542667,0.0,1160.0,9,1.0,1201.0
ce2d8571-0c1f-40c1-b45c-5ee67c96b091,1,1,281.3333333333333,0.004456047062219714,0.0,839.0,0,1,9.88742371193533e-06,0.0,5.0,3,0.0,844.0
8984ef13-f23a-46f5-8f84-f558af8a7d2e,1,0,75.0,0.0006798187926260627,0.0,148.0,0,0,7.41936623472342e-06,0.0,0.0,3,0.0,148.0
0810dbad-580c-495c-ab45-9e1b37cc8046,0,0,,,,,0,0,,,,0,,
5df87bde-07ba-4018-9190-0068c2b03888,1,0,10.0,7.021234713807906e-05,0.0,9.0,1,0,0.006956676171922294,0.0,3606.0,5,0.0,3613.0
19876a9b-0266-456b-a8fb-bfcf7354a170,0,0,,,0.0,,0,0,,0.0,,0,0.0,
ead532bb-aea1-41ef-89a5-39a16abba2fa,1,0,12.0,9.900075768801307e-05,1.0,11.0,0,0,4.595807638578022e-05,2.0,22.0,2,3.0,33.0
7b83407e-1ea3-491e-81a0-94ff26c16145,1,2,274.6666666666667,0.004511471299560445,1.0,820.0,0,0,7.883662008998614e-06,0.0,2.0,3,1.0,822.0
e292de07-65e7-4017-a66b-79c838ca2681,1,1,353.5,0.00822202819683725,1.0,1403.0,0,0,,0.0,,0,1.0,1403.0
463c8cee-fcb4-445e-bb43-fee75ff0f11c,0,0,,,0.0,,0,0,7.5020211822084754e-06,0.0,1.0,2,0.0,1.0
1ea16c7c-bcd9-41af-b7ac-6260323558d8,0,0,,,,,0,0,,,,0,,
6d2f5f17-1d6f-47ac-8614-efc05f1b4921,1,1,267.5,0.008618063397848104,4.0,2117.0,0,0,0.0006088745271137154,2.0,363.0,11,2.0,2422.0
92cab1bd-c00d-4117-8855-b190c306925c,1,0,7.25,0.00011965558109636374,1.0,25.0,0,1,2.2241144741122804e-05,0.0,15.0,4,1.0,40.0
2640ed92-dd00-468e-8942-ba107ae7ea5f,1,1,468.6666666666667,0.007841625478944653,2.0,1403.0,0,0,,0.0,,0,1.0,1403.0
b9ba598c-58fe-4a53-b97b-c3f9c2843666,0,0,,,,,0,0,,,,0,,
74053dc5-b0b8-40c5-b8c3-6c45f2898724,1,1,157.16666666666666,0.0027397996679028786,1.0,933.0,1,0,0.006956676171922294,4.0,3445.0,7,1.0,4339.0
c3f6bc15-4321-41ab-a001-d41f60d12525,1,2,755.0,0.008007899771998483,2.0,2237.0,0,0,6.37944572411407e-06,0.0,1.0,2,1.0,2238.0
ec9d560b-57d7-4b7a-9d51-73a90a44357e,1,0,19.0,0.00013188930889133972,0.0,18.0,0,0,2.806358398675756e-05,0.0,17.0,8,0.0,35.0
b29d98d5-27ad-9970-0aae-d52370045b06,1,0,55.0,0.00036470237687244726,0.0,54.0,0,0,6.893747235062416e-05,0.0,38.0,2,1.0,92.0
567e4b5e-1997-4c3a-8ebe-3715d185fd4c,1,2,685.5,0.007841625478944653,3.0,2666.0,0,0,0.0006088745271137154,0.0,476.0,9,1.0,3071.0
1e59513e-047e-4b9d-bbac-14a42bdb7a2f,1,1,231.0,0.003960749167964112,2.0,918.0,2,1,0.006956676171922294,5.0,3740.0,15,1.0,4584.0
0008f4ac-be62-b6e6-0122-f0c2da7fd1eb,1,0,81.0,0.0008561943539000032,0.0,160.0,1,0,0.003428753646365807,0.0,1860.0,5,0.0,2014.0
0829676e-9f60-4a58-9800-4fbb24ce2a68,1,0,21.5,0.0002205856769191979,0.0,41.0,0,0,5.206070534607744e-06,0.0,0.0,4,0.0,41.0
4163c313-40a1-4acd-b898-cb68d2bc4848,1,0,196.0,0.001312737134743879,0.0,195.0,0,0,6.857130103204129e-06,0.0,1.0,2,0.0,196.0
c637ed89-94e9-46d3-ae1b-68d93685dbdd,0,0,,,0.0,,0,0,,0.0,,0,0.0,
65cd9ac2-8acf-40e6-b4fd-1696dbe96c77,1,3,579.25,0.00822202819683725,5.0,2288.0,1,1,0.003428753646365807,0.0,1814.0,11,1.0,4037.0
66e7d200-9bcd-4490-a12d-267e3be7c9d0,1,0,76.0,0.0005472899360841765,0.0,148.0,0,1,1.9305119762074145e-05,0.0,17.0,5,0.0,165.0
96afbced-6125-5777-e357-0a090e9cf5c2,1,1,264.0,0.002799928851999879,0.0,525.0,1,1,0.0006088745271137154,0.0,659.0,17,0.0,1175.0
dd2a3bfc-ccfb-4d04-b019-e108291232c2,1,0,140.0,0.0009031457914110656,0.0,139.0,0,0,5.511007740316327e-06,0.0,0.0,3,0.0,139.0
efb020d3-e71e-45c5-aff1-b7fb5c8327bd,1,0,41.5,0.0003050978266565047,0.0,81.0,0,1,3.5348394185666355e-05,0.0,34.0,5,1.0,115.0
cd213173-269f-e97b-3fe6-7f8b513beaca,0,0,,,0.0,,0,0,1.4910330642201076e-05,0.0,8.0,2,1.0,8.0
1640411e-3db3-4caa-b89a-fdd3e903a03a,0,0,,,0.0,,0,0,0.0007201521986910694,0.0,316.0,2,0.0,316.0
b34d1d94-bc15-481a-b711-fc2b387bdf6c,0,0,,,,,0,0,,,,0,,
67587730-0656-4b31-b24d-4b61b6af69f1,1,1,237.0,0.0026070413501430093,0.0,472.0,0,0,5.163621839460539e-06,0.0,0.0,1,0.0,472.0
d8476299-fed2-1161-c14d-1d28177880ed,1,1,453.0,0.0028272226522435295,0.0,452.0,0,0,4.7535537797754526e-06,0.0,0.0,1,0.0,452.0
0f3ef3d9-4849-412e-89ce-432bef566e38,0,0,,,0.0,,0,0,,0.0,,0,0.0,
7c68987b-057f-487d-9527-0c657342b6bc,1,0,170.0,0.0010134583915852313,0.0,169.0,0,0,,0.0,,0,0.0,169.0
3ae53bb0-baf0-4c67-9e06-1f1bd0f2c6c7,1,2,622.0,0.008007899771998483,2.0,2460.0,0,0,2.151570249947168e-05,0.0,10.0,2,1.0,2467.0
ddf82c06-f891-43c1-98d6-58e2c9fe9876,0,0,,,,,0,0,,,,0,,
296f6fe5-587c-4993-a66c-799714fa2b75,0,0,,,0.0,,1,0,0.0007421488521923915,0.0,412.0,2,0.0,412.0
e17e8c48-ba95-4dfd-a9a6-fd0a6973ad9c,0,0,,,0.0,,0,0,,0.0,,0,0.0,
6d3a93c2-1f4f-4d2f-96ef-d2dff63d4075,1,0,121.0,0.0011793634808750452,0.0,478.0,0,0,4.722859160271108e-06,0.0,0.0,2,0.0,478.0
f5cb278f-adc9-59b7-67df-b62fffda28ce,1,1,389.5,0.0026070413501430093,4.0,775.0,0,0,3.692656535825598e-06,0.0,0.0,1,2.0,775.0
6bfe097f-0411-4e19-9c02-385275f70a0e,0,0,,,,,0,0,,,,0,,
5d57a843-c08b-47a7-a2c8-7f79c699de44,0,0,,,0.0,,0,0,,0.0,,0,0.0,
02f76e9c-0207-4684-b06e-509d32688ea0,0,0,,,0.0,,0,0,,0.0,,0,0.0,
d28be750-e883-4aaf-972f-7e4e4f2f83ff,1,0,161.66666666666666,0.002694900462034442,2.0,482.0,0,0,0.00018175666905061345,0.0,115.0,16,1.0,597.0
b78dddc9-00ae-4485-9cfe-65b990982b3b,1,0,225.0,0.0013804518696256375,0.0,224.0,0,0,,0.0,,0,0.0,224.0
51b68b67-4229-4235-892e-7eebb497c55c,1,2,1043.5,0.007841625478944653,3.0,2075.0,0,0,,0.0,,0,1.0,2075.0
d2cf381c-78fa-4d4c-b531-aadc591a9c1e,1,1,298.5,0.0033383100064978575,1.0,593.0,0,0,0.00010089289107296263,1.0,51.0,2,2.0,611.0
680fecee-35e2-4e22-bdff-6eb8fdf88355,1,1,274.5,0.0032695815508559487,0.0,547.0,0,0,,0.0,,0,0.0,547.0
8d306a0b-5dbb-4524-a70a-fd9326064e16,1,0,8.0,5.699424960491462e-05,0.0,7.0,0,0,5.3850209801455405e-05,0.0,43.0,8,0.0,50.0
e6b29687-0485-42f5-92f3-cb5fd4c7d38f,1,0,197.0,0.002339182988067677,1.0,392.0,1,0,0.0025237387716542667,0.0,1163.0,5,1.0,1551.0
7e0d9994-eb9c-4936-af54-974bfcc52d4f,1,0,78.25,0.0011189124306704276,0.0,309.0,0,0,5.811910801020836e-06,0.0,2.0,3,0.0,311.0
42e38ef2-d157-426d-bd29-012615e02455,1,0,187.0,0.0013314889361171756,0.0,371.0,0,0,1.3870269809494644e-05,0.0,6.0,2,0.0,377.0
584871a6-7311-4d96-8aaf-2e709a88ab09,1,1,346.0,0.003908475218421671,1.0,688.0,0,0,3.122016431816002e-05,0.0,17.0,2,1.0,704.0
10984112-b2ec-4448-98c5-bb9fe5405cde,1,1,311.0,0.008007899771998483,6.0,2430.0,1,1,0.00038424734995657007,1.0,387.0,18,1.0,2744.0
fd56b0ef-07a8-4450-82f0-5e4fb20cafbc,1,0,32.5,0.0003038639914952218,0.0,63.0,0,0,4.637183278140352e-06,0.0,0.0,7,1.0,63.0
0534835f-a846-42fd-813e-b3fed4cce991,1,0,8.0,5.557469900534903e-05,0.0,7.0,0,0,,0.0,,0,0.0,7.0
0a1e83cd-59e0-4446-9633-1854d53123ca,1,1,1319.0,0.00822202819683725,6.0,1318.0,0,0,0.00013145919658967363,0.0,72.0,3,1.0,1365.0
27be0eeb-055e-d577-ac6b-c2ed4d2bc3c2,1,0,32.666666666666664,0.0003050978266565047,0.0,95.0,0,0,1.4268528549493362e-05,0.0,15.0,7,0.0,110.0
c97f3d7e-2dca-4e3f-b607-ea51bf4e995f,0,0,,,0.0,,0,0,,0.0,,0,0.0,
d09a1764-3d44-4acb-af6b-7c1ee20b2a1d,1,0,23.166666666666668,0.0005075474341710572,0.0,131.0,0,0,1.0944988338990439e-05,1.0,3.0,5,1.0,134.0
f776c2c2-c05e-4806-8389-735dd7ef6a60,0,0,,,0.0,,0,0,,0.0,,0,0.0,
e0db81c8-6bb3-442e-9d49-813aa4f2d5a6,0,0,,,0.0,,0,0,4.928854023991893e-06,0.0,0.0,6,0.0,0.0
55baf269-7166-4cf1-9135-38338f25d5d7,0,0,,,,,0,0,,,,0,,
ad050a15-bb43-454d-bd07-98ff20893921,1,0,157.33333333333334,0.0018927572466710784,1.0,469.0,1,0,0.0005400402607427847,1.0,272.0,1,1.0,740.0
03a6cbaa-5d1a-4092-b35f-86d5cdf715c3,1,0,25.75,0.00032111267101879806,1.0,95.0,0,0,4.56500256976833e-06,0.0,0.0,2,1.0,95.0
411fb9d7-85e9-9297-1967-2831067099ba,1,0,171.0,0.002316909321568585,1.0,502.0,0,0,4.3154310903912396e-06,0.0,0.0,2,1.0,502.0
14328f4f-6d2d-a942-7f3b-f3623abf3cee,1,1,454.3333333333333,0.008007899771998483,2.0,1360.0,1,0,0.0014835901589661802,0.0,1070.0,14,2.0,2402.0
43db8ae0-79c0-c45f-0396-78d9ec5d286e,1,1,1221.5,0.014637025750933357,0.0,2441.0,0,0,7.0099423961707555e-06,0.0,0.0,8,0.0,2441.0
283b3f6a-176c-7a06-4770-1d157b3c5f1a,1,0,185.0,0.001191712972170627,0.0,184.0,1,2,0.006210892662814863,1.0,2835.0,2,1.0,3017.0
0718b534-087f-4e7f-8958-5d8d9f96adec,1,1,541.0,0.0031553747282725237,0.0,540.0,0,0,6.814359400575936e-06,0.0,2.0,1,0.0,542.0
cf1b8236-533e-44b8-b9db-42986b55b1e7,1,1,919.0,0.014637025750933357,6.0,2745.0,2,0,0.0004484808080139617,3.0,352.0,12,2.0,3060.0
d53c466f-ef90-47d2-9bb4-4b71b975fe81,0,0,,,0.0,,0,0,6.418566883805186e-06,0.0,1.0,1,0.0,1.0
90a4fdbb-3b24-47a3-80e4-9382e49cc990,0,0,,,,,0,0,,,,0,,
0fd73cc6-a295-4f09-b879-494d27f84ced,1,0,23.0,0.00034607887229131816,0.0,110.0,0,0,,0.0,,0,0.0,110.0
eb755e8b-8abf-4daf-8737-99d6fb9ce0a6,1,0,111.0,0.0007026547850844989,0.0,110.0,0,1,1.3101778993488146e-05,0.0,4.0,3,0.0,114.0
6e6bcd79-ad6d-4822-8b84-9685560dface,1,0,317.0,0.002316909321568585,0.0,624.0,0,0,9.495124135276829e-06,1.0,1.0,2,1.0,625.0
f5809326-b636-4c77-a520-ff28f1ebae93,0,0,,,0.0,,0,0,,0.0,,0,0.0,
b3a24496-62d7-40ce-a2d5-134664554e31,1,0,410.0,0.0025240571785282444,1.0,409.0,0,0,,0.0,,0,1.0,409.0
2457a798-ab12-46f3-b5ec-56b802117afd,0,0,,,,,0,0,,,,0,,
9e53db74-e62c-4e7d-90f3-b6939721dd03,0,0,,,,,0,0,,,,0,,
dbb2ca55-3fd8-40bd-adc4-67df2472acfb,0,0,,,0.0,,0,0,,0.0,,0,0.0,
7a121a5c-ae1b-4589-a0a3-95d38013eebb,0,0,,,0.0,,0,0,,0.0,,0,1.0,
b76a3e0a-5632-9229-4457-86a28bb0cd5d,1,0,7.0,4.9816287533203206e-05,0.0,6.0,0,0,4.143845329285626e-06,0.0,0.0,1,0.0,6.0
a5510ff1-f634-4257-9aa2-6aec960cdaab,1,3,1700.6666666666667,0.014637025750933357,3.0,4917.0,0,0,2.7773311782618576e-05,1.0,28.0,8,1.0,4940.0
af3f20e4-3eff-4e4d-b073-1f1618e71a46,1,0,40.0,0.0002858838143227678,0.0,39.0,0,0,5.3880859920292e-06,0.0,0.0,4,0.0,39.0
57e8f628-2a10-4dec-8765-5aecdbbfbc48,1,0,1.3333333333333333,2.7525837547508115e-05,0.0,1.0,0,0,6.676708748473186e-06,0.0,1.0,4,0.0,2.0
7f98b6d0-08df-4505-9189-84715d0c6b89,1,0,364.0,0.0023558434765480127,0.0,363.0,0,0,6.125616481751967e-06,0.0,0.0,1,0.0,363.0
b1da0a76-9f14-4450-ba54-032b68b86d7d,0,0,,,0.0,,0,0,,0.0,,0,0.0,
d55b5a2f-4a1b-41d1-93c1-74b945ea225e,0,0,,,0.0,,0,0,,0.0,,0,1.0,
392e902c-346b-44c5-bb64-f70050d2e52a,1,2,459.5,0.004511471299560445,1.0,916.0,0,0,4.720787900141131e-06,0.0,0.0,1,1.0,916.0
684ed1b4-7816-438b-b037-792d39897ef4,0,0,,,,,0,0,,,,0,,
b56dc3ee-95b3-480d-a65c-cb16894d3dae,1,2,890.3333333333334,0.00822202819683725,1.0,2631.0,0,0,0.00012432547387062893,1.0,107.0,5,3.0,2734.0
3cf9ef6c-55d3-4662-b963-042117c7117a,1,0,13.5,0.00011890341539251549,0.0,25.0,0,0,0.0004781642184154791,0.0,304.0,11,0.0,329.0
c1b4eb42-f28c-41c0-8f28-242396792d07,1,0,33.0,0.00023404580299235092,0.0,32.0,0,0,4.722859160271108e-06,0.0,0.0,2,0.0,32.0
0f6ab2db-7230-4159-bd47-ac0426b01e44,1,1,858.3333333333334,0.014637025750933357,7.0,2565.0,0,0,0.0008344591092858757,3.0,411.0,2,3.0,2862.0
01ea2969-adb0-bd5f-3608-04ab870b35ad,1,0,46.0,0.00029807831024644893,0.0,45.0,0,0,7.927913067263287e-06,0.0,1.0,2,0.0,46.0
0e9b858d-2b50-44b6-8199-04b895fbffcf,0,0,,,,,0,0,,,,0,,
88294d61-3a46-4a38-94a6-cb84250790cd,1,0,68.0,0.00044192084014360643,0.0,67.0,0,0,,0.0,,0,0.0,67.0
76816673-8f24-4212-b1aa-f2a6fdd47935,1,1,1063.0,0.014637025750933357,5.0,3163.0,0,0,1.1249487167119594e-05,0.0,4.0,2,2.0,3167.0
a7ec5bd3-f893-41c8-9966-e9bac415acdf,0,0,,,0.0,,0,0,6.2349758529919125e-06,0.0,1.0,1,0.0,1.0
5b284a08-f68a-4b6f-80fc-4d6f23cba310,0,0,,,0.0,,0,0,1.0302457941449491e-05,0.0,7.0,6,0.0,7.0
9c92007e-7b2b-4af5-af64-cd35c5a7f5f7,1,0,13.0,0.00014257427003677462,0.0,24.0,0,0,7.436032363427809e-06,0.0,0.0,2,0.0,24.0
2dd61f92-0193-47b1-9c8f-88a34aae70a9,0,0,,,0.0,,0,0,5.163621839460539e-06,0.0,0.0,1,0.0,0.0
24690451-54f6-49bf-ae57-766d8783917c,1,0,85.5,0.0010134583915852313,0.0,169.0,0,1,3.8013042921165655e-05,0.0,91.0,35,0.0,249.0
0dd80bf6-4b68-4ccb-bb67-af766d4f5aba,1,2,1504.0,0.014637025750933357,4.0,4398.0,0,0,0.0008344591092858757,2.0,437.0,7,2.0,4709.0
3515473a-78d7-4462-bdc9-d605fe120cfe,1,0,91.0,0.001076408281777734,0.0,180.0,0,0,,0.0,,0,0.0,180.0
b36cf8ff-91d6-458c-950b-fc3e632f7e91,1,0,3.0,3.6023627753234456e-05,0.0,2.0,0,0,,0.0,,0,0.0,2.0
9931228e-4466-4744-af16-005d258c9c2b,0,0,,,0.0,,0,0,,0.0,,0,1.0,
0f22765d-ec14-4ff2-9e6c-b2c4d935b07e,1,0,4.0,3.6827943618998916e-05,0.0,3.0,0,0,,0.0,,0,0.0,3.0
d7bc12f6-8c6a-4bcf-be48-b47036ad35f4,1,0,3.0,3.088115502711607e-05,0.0,2.0,0,0,,0.0,,0,0.0,2.0
339e02c2-94c3-b9bd-9bad-ed66333a9989,1,0,144.71428571428572,0.0026658463771086745,1.0,999.0,1,1,0.006210892662814863,1.0,2823.0,3,2.0,3751.0
916108de-2c72-401c-9ba2-f7ae2d18351b,1,1,967.75,0.014637025750933357,20.0,3800.0,0,0,6.844522424816704e-06,0.0,2.0,2,2.0,3802.0
84f31321-f53f-4a9f-80f0-5864d0fbbf9b,1,0,102.6,0.0023558434765480127,0.0,507.0,0,5,1.587855931072655e-05,0.0,2.0,2,0.0,509.0
4671b3c2-aed6-4d40-87d3-380a21d5988d,0,0,,,0.0,,0,0,,0.0,,0,0.0,
34f2b0b2-fdc9-4458-829c-d71d5dc82539,1,2,781.3333333333334,0.014637025750933357,4.0,4566.0,0,0,0.0003292121335545533,0.0,210.0,19,1.0,4744.0
04c4be1f-04be-4325-9525-700df488cc61,0,0,,,,,0,0,,,,0,,
b37b207a-2912-4bac-bbcb-80ab3474b7cc,1,1,901.3333333333334,0.014637025750933357,2.0,2694.0,0,0,1.9707200740461627e-05,0.0,20.0,4,1.0,2713.0
6b07fd1f-5635-4588-a770-ecd5402c9bf0,1,1,399.0,0.004511471299560445,1.0,785.0,1,0,0.006956676171922294,2.0,5249.0,12,2.0,5970.0
4646a161-2662-43d8-9342-202381a75923,1,0,10.0,0.00017000125346851964,0.0,36.0,0,0,0.00010700889372544049,1.0,53.0,2,1.0,89.0
6ed30fff-1bd6-46e5-8cdd-76fa356d7411,0,0,,,0.0,,0,0,,0.0,,0,0.0,
f2e78527-8b53-4907-840a-790c81651759,1,1,544.0,0.0033857037269705843,0.0,543.0,0,0,,0.0,,0,0.0,543.0
69487827-008f-2884-8ff5-d962a77f6b34,1,1,188.0,0.002799928851999879,1.0,561.0,0,0,7.327574469517097e-05,1.0,53.0,10,2.0,614.0
df9731ab-a2d0-499e-bb2c-a9c392afda10,1,0,188.0,0.0011847766089996075,0.0,187.0,0,0,0.0001096450870688378,0.0,49.0,3,0.0,236.0
6714893f-6c84-4356-9d79-c492d2f0a404,0,0,,,,,0,0,,,,0,,
9f5106d5-10d9-4fe0-8dad-a6ecfb7aad99,0,0,,,0.0,,0,0,,0.0,,0,0.0,
615d063a-6067-4693-8037-f822db07d45d,1,0,190.0,0.0020377164610129637,0.0,378.0,0,0,6.125616481751967e-06,0.0,0.0,1,0.0,378.0
82842dc9-96f7-43a7-a535-341033fa9d16,1,0,10.75,0.00014213077308016645,0.0,39.0,0,0,8.798076417539454e-06,1.0,2.0,2,1.0,41.0
ce6c75a5-a403-3c41-c521-efc93e4e6b23,1,1,740.0,0.007841625478944653,1.0,2186.0,0,0,0.0002253044501566723,0.0,154.0,4,1.0,2322.0
ecb9dbba-cbb6-47ba-baca-b6810f3cbffc,1,0,95.0,0.000661132303126342,0.0,94.0,1,0,0.003428753646365807,1.0,1673.0,4,1.0,1765.0
cdd15e16-00ed-4317-adfa-49fc7f4a1876,0,0,,,,,0,0,,,,0,,
a8ed1c98-a124-ae72-514a-5bbc66fe66bb,1,0,10.0,8.091854101493579e-05,0.0,9.0,0,0,4.441550916191975e-06,0.0,0.0,2,0.0,9.0
a69f002e-6c9a-486b-875f-e02ea7da640a,0,0,,,0.0,,0,0,6.68804922599322e-06,0.0,1.0,1,0.0,1.0
bae37519-06c3-4a31-9af8-7c2f7f6364fc,0,0,,,0.0,,0,0,1.0347767179572829e-05,0.0,4.0,1,0.0,4.0
c8301097-2a62-c463-d034-3bbdac2107f1,1,2,356.6,0.00822202819683725,4.0,1769.0,3,2,0.006210892662814863,8.0,4371.0,54,3.0,6047.0
539b9646-3f61-1071-9ed5-108883d306cc,0,0,,,0.0,,0,0,2.217751794898251e-05,0.0,10.0,2,0.0,10.0
c873fe33-2674-4321-95d4-c727c8cd4431,1,2,630.3333333333334,0.00822202819683725,7.0,1874.0,0,0,,0.0,,0,1.0,1874.0
05becba9-204a-ab05-aa69-0a622bdd9b86,1,1,663.5,0.00822202819683725,0.0,1325.0,1,0,0.006956676171922294,0.0,3465.0,5,0.0,4710.0
2318920e-75d2-402c-a852-96c771621f08,0,0,,,0.0,,0,0,,0.0,,0,0.0,
2fd71132-e949-46b5-8f76-3924858565a2,1,0,36.0,0.0002487297376871375,0.0,35.0,0,0,6.125616481751967e-06,0.0,0.0,1,0.0,35.0
e0c186ab-eace-4002-9d6a-2d3ad523c985,0,0,,,,,0,0,,,,0,,
e023115e-b3d0-4ef6-9514-76ce63329304,1,0,5.0,4.596934160670897e-05,0.0,4.0,0,0,,0.0,,0,0.0,4.0
cd9017bf-e04d-4b4a-9417-9a08dfbdf3c5,1,0,93.16666666666667,0.0023558434765480127,3.0,547.0,1,0,0.0025237387716542667,2.0,1177.0,2,1.0,1717.0
a68f8ae9-74c5-4552-abd4-e7f1805577f6,1,2,830.0,0.00822202819683725,2.0,2464.0,0,0,0.00019091375435544808,0.0,108.0,8,1.0,2560.0
